rd1	rd1_monOrder	rd1Ori	rd2	rd2_monOrder	rd2Ori	insSizeEstimate	insVector
1734508750	m30v2,m31v1,m32v4,m33v2	R	1734510857	m10v3,m11v7,m12v1	F	12000	lgPlasmid
1745879033	m30v2,m31v1,m32v4,m33v2	R	1747217314	m17v3,m18v2,m19v2,m20v3	F	12500	lgPlasmid
954221509	m9v4,m10v3	R	954215634	m1v2	F	1925	smPlasmid
1737179525	m6v1,m7v4,m8v6,m9v4	F	1737176393	m20v3,m21v6,m22v3	R	44000	Fosmid
1735802432	m15v4,m16v1,m17v3,m18v2	F	1735811259	m18v2,m19v2,m20v3,m21v6	R	10000	lgPlasmid
950894501	m24v7,m25v1	F	950935913	m31v1,m32v4	R	1925	smPlasmid
1741482802	m22v3,m23v1,m24v7	R	1742538481	m23v1,m24v7,m25v1,m26v2	F	9500	lgPlasmid
1736253557	m17v3,m18v2,m19v2	F	1736257589	m29v1,m30v2	R	45000	Fosmid
1748571149	m1v2,m2v2,m3v2,m4v4	F	1747362440	m11v6,m12v1,m13v3	R	12500	lgPlasmid
1735364129	m14v3,m15v4	F	1735371440	m9v4,m10v3,m11v7	R	10000	lgPlasmid
1735986513	m8v6,m9v4,m10v3	R	1735998420	m24v7	F	10000	lgPlasmid
961846244	m26v7,m27v4	R	965562324	m18v2,m19v2	F	1925	smPlasmid
941189737	m26v2,m27v4	F	941215448	m21v6	R	10201	lgPlasmid
991940696	m18v2,m19v2	R	991915833	m10v3,m11v7	F	1925	smPlasmid
1737212813	m18v2,m19v2,m20v3	R	1737203016	m6v1,m7v4,m8v6,m9v4	F	44000	Fosmid
1746361636	m32v4,m33v2,m34v3	R	1745382171	m13v3,m14v3,m15v4,m16v1	F	12500	lgPlasmid
1738031110	m32v4,m33v2,m34v3,m1v2	R	1738034754	m10v3,m11v6,m12v1	F	11000	lgPlasmid
953357139	m27v4	F	953330113	m2v2	R	1925	smPlasmid
1737771268	m11v6	R	1737766059	m28v4,m29v2,m30v2,m31v1	F	40000	Fosmid
1737013925	m19v1,m20v3,m21v6	R	1737021684	m11v7,m12v1,m13v3,m14v3	F	44000	Fosmid
1742844157	m23v1,m24v7,m641v1,m26v7	R	1744068317	m26v7,m27v4,m28v4,m29v1	F	10000	lgPlasmid
1737011545	m11v7,m12v1,m13v3,m14v3	F	1736999055	m33v2,m34v3,m1v2	R	44000	Fosmid
1743558036	m9v4,m10v3,m11v7,m12v1	F	1744309507	m13v3,m14v3,m15v4,m16v1	R	10000	lgPlasmid
1743836373	m21v6,m22v3	F	1744303255	m26v7,m27v4	R	10000	lgPlasmid
953829330	m8v6,m9v4	R	953829641	m33v2	F	1925	smPlasmid
965745768	m17v2,m18v2,m19v2	R	965712332	m9v4,m10v3	F	1925	smPlasmid
940291572	m6v1,m7v4	R	940261288	m25v1,m26v7	F	10201	lgPlasmid
1742013759	m24v7,m25v1,m26v7,m27v4	R	1742072196	m22v3,m23v1,m24v7,m25v1	F	9500	lgPlasmid
1745120104	m1v2,m2v2,m3v2,m4v4	R	1745121551	m33v2	F	44000	Fosmid
1745936389	m6v1,m7v4,m8v6	F	1748681455	m23v1,m24v7,m25v1	R	12500	lgPlasmid
1735632855	m17v3,m19v2,m20v3	F	1735627288	m7v4,m8v6,m9v4	R	10000	lgPlasmid
1739176595	m34v3,m1v2,m2v2,m3v2	F	1739167952	m13v3,m14v3,m15v4,m16v1	R	11000	lgPlasmid
1747101333	m13v3,m13v3,m14v3,m15v4	F	1748825066	m33v2,m34v3,m1v2,m2v4	R	12500	lgPlasmid
1742478751	m28v4,m29v1,m30v2	R	1742731970	m3v2,m4v4	F	9500	lgPlasmid
1734294403	m33v2	R	1734301214	m25v1,m26v6,m27v4,m28v4	F	42000	Fosmid
1745205842	m34v3,m1v2,m2v4,m3v2	F	1745206608	m4v4,m5v6,m6v1,m7v4	R	44000	Fosmid
953613234	m28v4	F	953632105	m3v2,m4v4	R	1925	smPlasmid
1742435027	m13v3,m14v3,m15v7	F	1742530423	m8v6,m9v4,m62040v1	R	9500	lgPlasmid
954011267	m27v4	R	953989588	m18v2	F	1925	smPlasmid
1744487118	m20v3,m21v6,m22v3	R	1743247105	m26v7,m27v4,m28v4	F	10000	lgPlasmid
1741373724	m8v6,m9v4,m62040v1,m11v6	F	1741373340	m2v4,m3v2,m4v4	R	9500	lgPlasmid
1737744667	m28v4,m29v2,m30v2,m31v1	R	1737748494	m31v1,m32v4,m33v2	F	40000	Fosmid
1742438399	m34v3,m1v2,m2v4	F	1742812477	m28v4,m29v1,m30v2	R	9500	lgPlasmid
954036430	m29v1	R	954105163	m20v3	F	1925	smPlasmid
1736253375	m19v2,m20v3,m21v6,m22v3	R	1736246566	m34252v1,m57522v1,m42952v1,m32v4	F	45000	Fosmid
991982932	m29v1,m30v2	F	991959472	m4v4,m5v6	R	1925	smPlasmid
953383713	m29v1,m30v2,m31v1	R	953408746	m21v6	F	1925	smPlasmid
1746657393	m26v7,m27v4,m28v4,m29v2	F	1745940269	m7v4,m8v6,m9v4,m10v3	R	12500	lgPlasmid
1743129221	m32v4,m33v2,m34v3	R	1743230490	m23v1,m24v7,m25v1	F	10000	lgPlasmid
1745763968	m15v4,m16v1,m17v2,m18v2	F	1746055992	m5v5,m6v1,m7v4	R	12500	lgPlasmid
970631569	m4v4,m5v5	R	941727039	m18v2,m19v2	F	10201	lgPlasmid
952487833	m5v5	R	952512922	m30v2	F	1925	smPlasmid
1735673230	m17v2,m18v2,m19v2	F	1735668559	m18v2,m19v2,m20v3	R	10000	lgPlasmid
947346831	m26v7,m27v4	R	947322602	m18v2,m19v1	F	1925	smPlasmid
1734428887	m27v4,m28v4,m29v1,m30v2,m31v1	F	1734442292	m5v6,m6v1,m7v4,m8v6	R	12000	lgPlasmid
1742719832	m8v6,m9v4,m10v3,m11v7	R	1741837776	m27v4,m28v4,m29v1,m30v2	F	9500	lgPlasmid
1736643648	m4v4,m5v6	R	1736635719	m34v3,m1v2,m2v4	F	45000	Fosmid
1742475710	m19v2,m20v3,m21v6,m22v3	R	1741423730	m20v3,m21v6,m22v3,m23v1	F	9500	lgPlasmid
1742372963	m25v1,m26v2,m27v4,m28v4	F	1742373059	m22v3,m23v1,m24v7,m25v1	R	9500	lgPlasmid
1748552463	m6v1,m7v4	F	1745328939	m17v3,m18v7,m19v2	R	12500	lgPlasmid
970271614	m29v1	F	970257324	m18v2	R	10201	lgPlasmid
1745736842	m9v4,m10v3,m11v7,m12v1	F	1747904008	m26v2,m27v4,m28v4,m29v1	R	12500	lgPlasmid
1741965488	m21v6,m22v3,m23v1,m24v7	R	1741554503	m3v2,m4v4,m5v6	F	9500	lgPlasmid
1748589593	m20v3,m21v6,m22v3	F	1746279487	m5v6,m6v1,m7v4	R	12500	lgPlasmid
1744042723	m15v4,m16v1,m17v3,m18v2	F	1743942612	m18v2,m19v2,m20v3	R	10000	lgPlasmid
1748292335	m4v4,m5v6,m6v1,m7v4	R	1746497587	m17v3,m18v2,m19v2	F	12500	lgPlasmid
1736254140	m11v6,m12v6	R	1736256674	m9v3,m10v3,m11v6	F	45000	Fosmid
1741373068	m4v1,m5v4,m6v5,m7v4	R	1741797551	m16v1	F	9500	lgPlasmid
1739008437	m32v4,m33v2,m34v3	F	1739015629	m9v4,m10v3,m11v7,m12v5	R	11000	lgPlasmid
1744303255	m26v7,m27v4	R	1743836373	m21v6,m22v3	F	10000	lgPlasmid
1746918290	m18v2,m19v2,m20v3,m21v6	R	1745736952	m4v4,m5v6,m6v1	F	12500	lgPlasmid
1744649288	m7v4,m8v6,m9v4,m10v3	R	1742967207	m47512v1,m63564v1,m14v4,m15v4	F	10000	lgPlasmid
1735908395	m27v4,m28v4,m29v2	R	1735904290	m31v1,m32v4,m34v3	F	10000	lgPlasmid
1738812635	m17v3,m18v2,m19v2,m20v3	F	1738826369	m26v7	R	11000	lgPlasmid
1738223734	m11v7,m12v1,m13v3,m14v3,m15v4	R	1738227322	m42952v1,m32v4,m33v3,m34v3,m1v2	F	11000	lgPlasmid
1747875427	m30v2,m31v1,m32v4,m33v2	F	1746523973	m13v3,m14v3,m15v4,m16v1	R	12500	lgPlasmid
941227941	m17v3	F	941221115	m8v6	R	10201	lgPlasmid
939176654	m9v4,m10v3	F	939208839	m29v1	R	10201	lgPlasmid
969946715	m20v3,m21v6	F	969915329	m11v6,m12v1	R	10201	lgPlasmid
1745957728	m32v4,m33v2,m34v3	R	1745822688	m12v1,m13v3,m14v3	F	12500	lgPlasmid
953969647	m18v2,m499v1	R	954062639	m9v4,m10v3	F	1925	smPlasmid
1739015629	m9v4,m10v3,m11v7,m12v5	R	1739008437	m32v4,m33v2,m34v3	F	11000	lgPlasmid
1747133416	m16v1,m17v2	F	1747489409	m32v4,m33v2,m34v3,m1v2	R	12500	lgPlasmid
941727039	m18v2,m19v2	F	970631569	m4v4,m5v5	R	10201	lgPlasmid
953070248	m5v5,m6v1	F	953254121	m13v2,m14v3	R	1925	smPlasmid
1738492816	m19v2,m20v3,m21v6	F	1738481815	m30v2,m31v1,m32v4,m33v2	R	11000	lgPlasmid
939070377	m29v3	R	939067406	m10v3,m11v6,m12v1	F	10201	lgPlasmid
1742418642	m32v4,m33v2,m34v3	F	1742353985	m22v3,m23v1,m24v7	R	9500	lgPlasmid
1747376238	m24v7,m25v1,m26v7	F	1748269141	m5v6,m6v1,m7v4,m8v6	R	12500	lgPlasmid
1748241525	m23v1,m24v7,m25v2	R	1745266762	m11v6,m12v1,m13v3,m14v3	F	12500	lgPlasmid
970257324	m18v2	R	970271614	m29v1	F	10201	lgPlasmid
1748053666	m19v2,m20v3,m21v6,m22v3	F	1745760278	m31v1,m32v4,m33v2,m34v3	R	12500	lgPlasmid
950994842	m12v5,m13v3	F	950974212	m21v6	R	1925	smPlasmid
1745545387	m6v1,m7v4,m8v6,m9v4	F	1746884951	m24v7,m25v1,m26v7,m27v4	R	12500	lgPlasmid
1732209723	m18v2,m19v2	F	1732210299	m12v1,m13v3,m14v3	R	120000	BAC
1736452037	m1v2,m2v4,m3v2	R	1736442872	m12v5,m13v3,m14v3	F	45000	Fosmid
941133939	m33v2	F	941153452	m24v7,m25v1	R	10201	lgPlasmid
952985551	m9v4,m10v3,m11v7	F	953161037	m18v2,m19v2	R	1925	smPlasmid
1742480737	m21v6,m22v3,m23v1,m24v7	F	1742642869	m23v1,m24v7,m25v1	R	9500	lgPlasmid
941108141	m11v6,m12v1	R	941087447	m25v1	F	10201	lgPlasmid
966838038	m19v2	F	966860036	m27v4,m28v4	R	1925	smPlasmid
1736256674	m9v3,m10v3,m11v6	F	1736254140	m11v6,m12v6	R	45000	Fosmid
1744491279	m2v4,m3v2,m4v4,m5v6	F	1743964266	m8v6,m9v4,m10v3,m11v7	R	10000	lgPlasmid
991959472	m4v4,m5v6	R	991982932	m29v1,m30v2	F	1925	smPlasmid
1734301214	m25v1,m26v6,m27v4,m28v4	F	1734294403	m33v2	R	42000	Fosmid
1734479918	m15v4,m16v1,m17v2,m18v2	F	1734474957	m31v1,m32v4,m33v2,m34v3	R	12000	lgPlasmid
1739075208	m21v6,m22v3,m23v1,m24v7	F	1739080586	m10v3,m11v6,m12v1,m13v3	R	11000	lgPlasmid
1737746038	m5v6,m6v1,m7v4	F	1737750866	m3v2,m4v4,m5v5,m6v1	R	40000	Fosmid
966860036	m27v4,m28v4	R	966838038	m19v2	F	1925	smPlasmid
1737308102	m25v1,m26v7,m27v4,m28v4	R	1737296596	m31v1,m32v4,m33v2,m34v3	F	40000	Fosmid
1742731970	m3v2,m4v4	F	1742478751	m28v4,m29v1,m30v2	R	9500	lgPlasmid
953975271	m6v1,m7v4	R	953947523	m32v4	F	1925	smPlasmid
1742665717	m6v1,m7v4,m8v6,m9v4	R	1742178727	m16v1,m17v3,m18v2,m19v2	F	9500	lgPlasmid
1735811259	m18v2,m19v2,m20v3,m21v6	R	1735802432	m15v4,m16v1,m17v3,m18v2	F	10000	lgPlasmid
1734357024	m13v3,m14v3,m15v4	R	1734349279	m25v1,m26v7,m27v4,m28v4	F	42000	Fosmid
961199384	m13v3,m14v3	F	961168016	m22v3	R	1925	smPlasmid
1739408657	m32v4,m33v2,m34v3	F	1739413569	m11v7,m12v1,m13v3	R	45000	Fosmid
940349326	m28v4,m29v2	R	940326422	m9v4,m10v3	F	10201	lgPlasmid
1743204734	m5v6,m6v1	R	1744035898	m15v4,m16v1,m17v2,m18v2	F	10000	lgPlasmid
1745324109	m11v7,m12v1,m13v3,m13v3	R	1748674933	m29v1,m30v2,m31v1	F	12500	lgPlasmid
1748347438	m5v4,m6v5,m7v4,m8v6	F	1746353435	m20v3,m21v6	R	12500	lgPlasmid
950881889	m30v2	R	950921348	m20v3	F	1925	smPlasmid
1745266765	m11v6,m12v1,m13v3,m14v3	F	1748241548	m23v1,m24v7,m25v2	R	12500	lgPlasmid
965638390	m29v2	F	965607599	m2v4,m3v2,m4v4	R	1925	smPlasmid
948442828	m34v3	F	948436025	m23v1,m24v7	R	10201	lgPlasmid
953947523	m32v4	F	953975271	m6v1,m7v4	R	1925	smPlasmid
1745496408	m26v7,m27v4,m28v4	F	1746362210	m34v3,m1v2,m2v2,m3v2	R	12500	lgPlasmid
947524014	m5v6,m6v1	F	947536036	m14v3,m15v4	R	1925	smPlasmid
1748287524	m13v3,m14v3,m15v4,m16v1	F	1746377989	m30v2,m31v1,m32v4,m33v2	R	12500	lgPlasmid
1745506108	m29v2,m30v2	F	1748434726	m12v1,m13v3,m14v3,m15v4	R	12500	lgPlasmid
939940501	m28v4,m29v2	R	939970433	m7v4,m8v6	F	10201	lgPlasmid
1738508026	m5v4,m6v5	R	1738510245	m2v4,m3v4,m4v1,m5v6,m6v1	F	11000	lgPlasmid
951463476	m27v4,m28v4	F	951487204	m2v2	R	1925	smPlasmid
940203097	m22v3,m23v1	F	940234560	m21v4,m22v3,m23v1	R	10201	lgPlasmid
1741952335	m3v2,m4v4,m5v6	F	1741474685	m7v4,m8v6,m9v4	R	9500	lgPlasmid
1737524166	m29v2,m30v2,m31v1	R	1737523982	m18v2,m19v2,m20v3,m21v6	F	40000	Fosmid
1735635572	m11v6,m12v1,m13v3,m14v3	R	1735638845	m19v2,m20v3,m21v6	F	10000	lgPlasmid
1738960621	m11v7,m12v1,m13v3,m14v3	R	1738965631	m30v2	F	11000	lgPlasmid
1746523973	m13v3,m14v3,m15v4,m16v1	R	1747875427	m30v2,m31v1,m32v4,m33v2	F	12500	lgPlasmid
1737073329	m27v4,m28v4,m29v2,m30v2	F	1737069994	m1v3,m2v4,m3v2,m4v4	R	44000	Fosmid
1734745715	m8v6,m9v4,m10v3	F	1734734203	m23v1,m24v7,m25v1,m26v6	R	12000	lgPlasmid
1744104027	m12v1,m13v3,m14v3,m15v4	F	1743877503	m27v4,m28v4,m29v1,m30v2	R	10000	lgPlasmid
965607599	m2v4,m3v2,m4v4	R	965638390	m29v2	F	1925	smPlasmid
1745856126	m31v1,m32v4,m33v2,m34v3	R	1746471927	m14v3,m15v4,m16v1	F	12500	lgPlasmid
1738719510	m18v2,m19v2,m20v3,m21v6	F	1738733965	m6v1,m7v4,m8v6,m9v4	R	11000	lgPlasmid
1745351740	m21v6,m22v3,m23v1	R	1746733069	m31v1,m32v4,m33v2,m34v3	F	12500	lgPlasmid
1744035898	m15v4,m16v1,m17v2,m18v2	F	1743204734	m5v6,m6v1	R	10000	lgPlasmid
939067406	m10v3,m11v6,m12v1	F	939070377	m29v3	R	10201	lgPlasmid
1745822688	m12v1,m13v3,m14v3	F	1745957728	m32v4,m33v2,m34v3	R	12500	lgPlasmid
1741574483	m15v4,m16v1,m17v3,m18v2	R	1741999934	m16v1,m17v3,m18v2	F	9500	lgPlasmid
1733589156	m18v2,m19v2,m20v3	F	1733603641	m34v3,m1v2,m2v4	R	43000	Fosmid
1737176393	m20v3,m21v6,m22v3	R	1737179525	m6v1,m7v4,m8v6,m9v4	F	44000	Fosmid
1738361763	m26v7,m27v4,m28v4,m29v2	R	1738370954	m10v3,m11v7,m12v1,m13v3	F	11000	lgPlasmid
1732210299	m12v1,m13v3,m14v3	R	1732209723	m18v2,m19v2	F	120000	BAC
1741999934	m16v1,m17v3,m18v2	F	1741574483	m15v4,m16v1,m17v3,m18v2	R	9500	lgPlasmid
1743808905	m26v7,m27v4,m28v4,m29v1	R	1743591424	m18v2,m19v2,m20v3	F	10000	lgPlasmid
1736126434	m6v1,m7v4,m8v6,m9v4	R	1736136237	m11v6,m12v1,m13v3	F	10000	lgPlasmid
939162330	m12v1	R	939140975	m18v2,m19v2	F	10201	lgPlasmid
1742178727	m16v1,m17v3,m18v2,m19v2	F	1742665717	m6v1,m7v4,m8v6,m9v4	R	9500	lgPlasmid
1735459045	m9v4,m10v3,m11v7	F	1735471886	m7v5,m88584v1,m38774v1	R	10000	lgPlasmid
1737213697	m9v4,m10v3,m11v7	R	1737232175	m26v7,m27v4,m28v4	F	44000	Fosmid
939576736	m2v2,m3v2	R	939549431	m14v3,m15v4	F	10201	lgPlasmid
1743758545	m6v1,m7v4,m8v6	R	1742947849	m31v1,m32v4,m33v2	F	10000	lgPlasmid
953446559	m13v3	R	953426070	m4v4	F	1925	smPlasmid
1745121551	m33v2	F	1745120104	m1v2,m2v2,m3v2,m4v4	R	44000	Fosmid
1742086346	m17v2,m18v2,m19v2	F	1742087593	m9v5,m10v3,m11v7	R	9500	lgPlasmid
1746377989	m30v2,m31v1,m32v4,m33v2	R	1748287524	m13v3,m14v3,m15v4,m16v1	F	12500	lgPlasmid
966401891	m3v2	F	966424690	m10v3,m11v7	R	1925	smPlasmid
953357235	m27v4,m28v4	R	953330202	m19v2,m20v2	F	1925	smPlasmid
961210695	m15v4,m16v1	F	961179781	m24v7	R	1925	smPlasmid
1735327240	m14v3,m15v4,m75778v1	F	1735323786	m3v2,m4v4,m5v6,m6v1	R	10000	lgPlasmid
1738439037	m28v4,m29v1,m30v2,m31v1,m32v4	R	1738447339	m18v2,m19v2,m20v3	F	11000	lgPlasmid
940416945	m15v4	F	940445803	m5v6	R	10201	lgPlasmid
1745778238	m15v4,m16v1,m17v3	R	1748324855	m34v3,m1v2,m2v2	F	12500	lgPlasmid
1746471927	m14v3,m15v4,m16v1	F	1745856126	m31v1,m32v4,m33v2,m34v3	R	12500	lgPlasmid
939730668	m28v4,m29v2	R	939754847	m7v4,m8v6	F	10201	lgPlasmid
1735627288	m7v4,m8v6,m9v4	R	1735632855	m17v3,m19v2,m20v3	F	10000	lgPlasmid
969915329	m11v6,m12v1	R	969946715	m20v3,m21v6	F	10201	lgPlasmid
1736474481	m10v3,m11v7,m12v1,m13v3	R	1736479115	m11v7,m12v1,m13v3,m14v3	F	45000	Fosmid
1735680969	m29v2,m30v2,m31v1	F	1735688958	m18v2,m19v2,m20v3	R	10000	lgPlasmid
1746279487	m5v6,m6v1,m7v4	R	1748589593	m20v3,m21v6,m22v3	F	12500	lgPlasmid
1737669604	m29v1,m30v2,m31v1,m32v4	R	1737659470	m6v1,m7v4,m8v6,m9v4	F	40000	Fosmid
1737659470	m6v1,m7v4,m8v6,m9v4	F	1737669604	m29v1,m30v2,m31v1,m32v4	R	40000	Fosmid
1747992438	m29v1,m30v2,m31v1,m32v4	R	1747067025	m10v3,m11v6,m12v1	F	12500	lgPlasmid
1742132736	m16v1,m17v3,m18v2,m19v2	F	1741945939	m7v4,m8v6,m9v4	R	9500	lgPlasmid
939208839	m29v1	R	939176654	m9v4,m10v3	F	10201	lgPlasmid
1748516226	m12v1,m13v3,m13v3,m14v3	R	1748488143	m33v1,m34v3,m1v2,m2v2	F	12500	lgPlasmid
1736603513	m6v1,m7v4,m8v6,m9v4	F	1736597837	m22v3,m23v1,m24v7	R	45000	Fosmid
1747623192	m20v3,m21v6,m22v2	F	1746644101	m34v3,m1v2,m2v4,m3v2	R	12500	lgPlasmid
947370525	m24v7,m25v1	F	947389698	m32v4	R	1925	smPlasmid
948485865	m25v1,m26v7	F	948462852	m15v4	R	10201	lgPlasmid
1737451925	m19v2,m20v3,m21v6	F	1737439870	m2v2,m3v2,m4v4	R	40000	Fosmid
966391535	m10v3,m11v6	R	991163620	m1v2,m2v4	F	1925	smPlasmid
1738097112	m17v2,m18v2,m19v2	F	1738106614	m32v4,m33v2,m34v3	R	11000	lgPlasmid
953906096	m7v4	R	953922217	m32v4	F	1925	smPlasmid
970583536	m13v3,m14v3	R	970562935	m17v2,m18v2	F	10201	lgPlasmid
1747285767	m10v3,m11v7,m12v1,m13v3	R	1745985220	m31v1,m32v4,m33v2	F	12500	lgPlasmid
1744625840	m6v1,m7v4,m8v6,m9v4	R	1743516896	m9v4,m10v3,m11v6,m12v1	F	10000	lgPlasmid
1746412346	m32v4,m33v2,m34v3,m1v2	R	1747877798	m15v4,m16v1,m17v3,m18v2	F	12500	lgPlasmid
1741797551	m16v1	F	1741373068	m4v1,m5v4,m6v5,m7v4	R	9500	lgPlasmid
970642397	m34v3,m1v2	F	970626449	m23v1,m24v7	R	10201	lgPlasmid
991991779	m2v2	F	991968991	m9v4	R	1925	smPlasmid
1735815593	m4v4,m5v6,m6v1,m7v4	F	1735806159	m31v1,m32v4,m33v2,m34v3	R	10000	lgPlasmid
953952643	m3v2,m4v4	F	953980906	m12v1,m13v3	R	1925	smPlasmid
1734411941	m5v6,m6v1,m7v4,m8v6	F	1734424149	m22v3,m23v1,m24v7,m25v1	R	12000	lgPlasmid
1738227322	m42952v1,m32v4,m33v3,m34v3,m1v2	F	1738223734	m11v7,m12v1,m13v3,m14v3,m15v4	R	11000	lgPlasmid
954105163	m20v3	F	954036430	m29v1	R	1925	smPlasmid
1738306151	m31v1,m32v4,m33v2,m34v3	F	1738314742	m11v7,m12v5,m13v3,m14v3	R	11000	lgPlasmid
1736246566	m34252v1,m57522v1,m42952v1,m32v4	F	1736253375	m19v2,m20v3,m21v6,m22v3	R	45000	Fosmid
1735449463	m20v3,m21v6,m22v3	R	1735453966	m26v7,m27v4,m28v4	F	10000	lgPlasmid
951257375	m9v4,m10v3	F	951232013	m17v3,m18v2	R	1925	smPlasmid
970562935	m17v2,m18v2	F	970583536	m13v3,m14v3	R	10201	lgPlasmid
1742072196	m22v3,m23v1,m24v7,m25v1	F	1742013759	m24v7,m25v1,m26v7,m27v4	R	9500	lgPlasmid
950935913	m31v1,m32v4	R	950894501	m24v7,m25v1	F	1925	smPlasmid
1748157553	m31v1,m32v4,m33v2,m34v3	F	1745473601	m14v3,m15v4,m16v1,m17v2	R	12500	lgPlasmid
1741474685	m7v4,m8v6,m9v4	R	1741952335	m3v2,m4v4,m5v6	F	9500	lgPlasmid
1733423420	m9v4,m10v3,m11v7,m12v1	R	1733431975	m8v6,m9v4,m10v3,m11v6	F	43000	Fosmid
953426070	m4v4	F	953446559	m13v3	R	1925	smPlasmid
1737523982	m18v2,m19v2,m20v3,m21v6	F	1737524166	m29v2,m30v2,m31v1	R	40000	Fosmid
1745736952	m4v4,m5v6,m6v1	F	1746918290	m18v2,m19v2,m20v3,m21v6	R	12500	lgPlasmid
1741962899	m8v6,m9v4,m10v3,m11v7	F	1741998595	m34v3,m1v2,m2v2,m3v2	R	9500	lgPlasmid
1742459400	m8v6,m9v4,m10v3,m11v6	F	1742328026	m1v2,m2v2,m3v2	R	9500	lgPlasmid
1738872685	m17v3,m18v7,m19v2,m20v3	R	1738877196	m1v2,m2v4,m3v2,m4v4	F	11000	lgPlasmid
