HLgirCam2	DNA Zoo Consortium	none	Giraffa camelopardalis
HLgirTip1	NCBI	GCA_001651235.1	Giraffa tippelskirchi
HLgliGli1	NCBI	GCA_004027185.1	Glis glis
HLgloMel1	NCBI	GCA_006547405.1	Globicephala melas
HLgloMel2	DNA Zoo Consortium	none	Globicephala melas
HLgraAgi1	NCBI	GCA_016433145.1	Gracilinanus agilis
HLgraGri1	DNA Zoo Consortium	none	Grampus griseus
HLgraMur1	NCBI	GCA_004027655.1	Graphiurus murinus
HLgraSur1	NCBI	GCA_004785775.1	Grammomys surdaster
HLgulGul1	NCBI	GCA_900006375.2	Gulo gulo
HLgymLea1	NCBI	GCA_011680675.1	Gymnobelideus leadbeateri
HLgymLea2	DNA Zoo Consortium	none	Gymnobelideus leadbeateri
HLhalGry1	NCBI	GCA_012393455.1	Halichoerus grypus
HLhelMal1	DNA Zoo Consortium	none	Helarctos malayanus
HLhelPar1	NCBI	GCA_004023845.1	Helogale parvula
HLhemHyl1	NCBI	GCA_004026825.1	Hemitragus hylocrius
HLhetBru1	NCBI	GCA_004026845.1	Heterohyrax brucei
HLhetGla3	DNA Zoo Consortium	none	Heterocephalus glaber
HLhipAmp1	NCBI	GCA_002995585.1	Hippopotamus amphibius
HLhipAmp3	NCBI	GCA_004027065.2	Hippopotamus amphibius
HLhipArm1	NCBI	GCA_001890085.1	Hipposideros armiger
HLhipEqu1	NCBI	GCA_016433095.1	Hippotragus equinus
HLhipGal1	NCBI	GCA_004027415.1	Hipposideros galeritus
HLhipNig1	NCBI	GCA_006942125.1	Hippotragus niger niger
HLhipNigNig2	DNA Zoo Consortium	none	Hippotragus niger niger
HLhyaHya1	NCBI	GCA_003009895.1	Hyaena hyaena
HLhydGig1	NCBI	GCA_013391785.1	Hydrodamalis gigas
HLhydHyd1	NCBI	GCA_004027455.1	Hydrochoerus hydrochaeris
HLhydHyd2	DNA Zoo Consortium	none	Hydrochoerus hydrochaeris
HLhydIne1	NCBI	GCA_006459105.1	Hydropotes inermis
HLhylMol2	NCBI	GCA_009828535.2	Hylobates moloch
HLhysCri1	NCBI	GCA_004026905.1	Hystrix cristata
HLindInd1	NCBI	GCA_004363605.1	Indri indri
HLkobEll1	NCBI	GCA_006410655.1	Kobus ellipsiprymnus
HLkobLecLec1	NCBI	GCA_014926565.1	Kobus leche leche
HLkogBre1	NCBI	GCA_004363705.1	Kogia breviceps
HLlagObl1	NCBI	GCA_003676395.1	Lagenorhynchus obliquidens
HLlagObl2	DNA Zoo Consortium	none	Lagenorhynchus obliquidens
HLlamGla1	DNA Zoo Consortium	none	Lama glama
HLlamGlaCha1	NCBI	GCA_013239585.1	Lama glama chaku
HLlamGuaCac1	NCBI	GCA_013239625.1	Lama guanicoe cacsilensis
HLlasBor1	NCBI	GCA_004026805.1	Lasiurus borealis
HLlemCat1	NCBI	GCA_004024665.1	Lemur catta
HLlepAme1	NCBI	GCA_004026855.1	Lepus americanus
HLlepTim1	NCBI	GCA_009760805.1	Lepus timidus
HLlepYer1	GIGADB	none	Leptonycteris yerbabuenae
HLlitWal1	NCBI	GCA_006410535.1	Litocranius walleri
HLlniGeo1	NCBI	GCA_004363515.1	Inia geoffrensis
HLlonCan1	NCBI	GCA_010015895.1	Lontra canadensis
HLloxAfr4	ftp://ftp.broadinstitute.org/pub/assemblies/mammals/elephant/loxAfr4/	none	Loxodonta africana
HLlutLut1	NCBI	GCA_902655055.1	Lutra lutra
HLlycPic2	NCBI	GCA_004216515.1	Lycaon pictus
HLlycPic3	DNA Zoo Consortium	none	Lycaon pictus
HLlynCan1	NCBI	GCA_007474595.1	Lynx canadensis
HLlynPar1	NCBI	GCA_900661375.1	Lynx pardinus
HLmacCal1	NCBI	GCA_007922815.1	Macrotus californicus
HLmacFas6	NCBI	GCA_012559485.1	Macaca fascicularis
HLmacFul1	DNA Zoo Consortium	none	Macropus fuliginosus
HLmacFus1	DNA Zoo Consortium	none	Macaca fuscata
HLmacGig1	DNA Zoo Consortium	none	Macropus giganteus
HLmacSob1	NCBI	GCA_004027375.1	Macroglossus sobrinus
HLmadKir1	NCBI	GCA_006408675.1	Madoqua kirkii
HLmanJav1	NCBI	GCA_001685135.1	Manis javanica
HLmanJav2	NCBI	GCA_014570535.1	Manis javanica
HLmanPen2	NCBI	GCA_014570555.1	Manis pentadactyla
HLmanSph1	NCBI	GCA_004802615.1	Mandrillus sphinx
HLmanSph2	DNA Zoo Consortium	none	Mandrillus sphinx
HLmanTri1	NCBI	GCA_004765945.1	Manis tricuspis
HLmarFla1	NCBI	GCA_003676075.2	Marmota flaviventris
HLmarHim1	NCBI	GCA_005280165.1	Marmota himalayana
HLmarMar1	NCBI	GCF_001458135.1	Marmota marmota marmota
HLmarMon1	NCBI	GCA_901343595.1	Marmota monax
HLmarMon2	NCBI	GCA_014533835.1	Marmota monax
HLmarVan1	NCBI	GCA_005458795.1	Marmota vancouverensis
HLmarZib1	NCBI	GCA_012583365.1	Martes zibellina
HLmasCou1	NCBI	GCA_008632895.1	Mastomys coucha
HLmasFus1	DNA Zoo Consortium	none	Mastacomys fuscus
HLmegLyr2	NCBI	GCA_004026885.1	Megaderma lyra
HLmegNov1	NCBI	GCA_004329385.1	Megaptera novaeangliae
HLmelCap1	NCBI	GCA_004024625.1	Mellivora capensis
HLmerUng1	NCBI	GCA_002204375.1	Meriones unguiculatus
HLmesAur2	DNA Zoo Consortium	none	Mesocricetus auratus
HLmesBid1	NCBI	GCA_004027085.1	Mesoplodon bidens
HLmesDen1	DNA Zoo Consortium	none	Mesoplodon densirostris
HLmesEur1	DNA Zoo Consortium	none	Mesoplodon europaeus
HLmesSte1	DNA Zoo Consortium	none	Mesoplodon stejnegeri
HLmicAgr2	NCBI	GCA_902806775.1	Microtus agrestis
HLmicArv1	NCBI	GCA_007455615.1	Microtus arvalis
HLmicFor1	NCBI	GCA_014885135.1	Microtus fortis
HLmicHir1	NCBI	GCA_004026765.1	Micronycteris hirsuta
HLmicOec1	NCBI	GCA_007455595.1	Microtus oeconomus
HLmicSpe31	NCBI	GCA_008750915.1	Microcebus sp. 3 GT-2019
HLmicTal1	NCBI	GCA_004026705.1	Microgale talazaci
HLmicTav1	NCBI	GCA_008750935.1	Microcebus tavaratra
HLminNat1	NCBI	GCA_001595765.1	Miniopterus natalensis
HLminSch1	NCBI	GCA_004026525.1	Miniopterus schreibersii
HLmirAng2	DNA Zoo Consortium	none	Mirounga angustirostris
HLmirCoq1	NCBI	GCA_004024645.1	Mirza coquereli
HLmirLeo1	NCBI	GCA_011800145.1	Mirounga leonina
HLmirZaz1	NCBI	GCA_008750895.1	Mirza zaza
HLmolMol2	Bat1K published	none	Molossus molossus
HLmonMon1	NCBI	GCA_005190385.2	Monodon monoceros
HLmorBla1	NCBI	GCA_004026545.1	Mormoops blainvillei
HLmosBer1	NCBI	GCA_006459085.1	Moschus berezovskii
HLmosChr1	NCBI	GCA_006461725.1	Moschus chrysogaster
HLmosMos1	NCBI	GCA_004024705.2	Moschus moschiferus
HLmunCri1	NCBI	GCA_006408485.1	Muntiacus crinifrons
HLmunMug1	NCBI	GCA_004023785.1	Mungos mungo
HLmunMun1	NCBI	GCA_008782695.1	Muntiacus muntjak
HLmunRee1	NCBI	GCA_008787405.1	Muntiacus reevesi
HLmurAurFea1	NCBI	GCA_004026665.1	Murina aurata feae
HLmusAve1	NCBI	GCA_004027005.1	Muscardinus avellanarius
HLmusCar1	NCBI	GCA_900094665.2	Mus caroli
HLmusErm1	NCBI	GCA_009829155.1	Mustela erminea
HLmusFur2	NCBI	GCA_011764305.1	Mustela putorius furo
HLmusPah1	NCBI	GCA_900095145.2	Mus pahari
HLmusPut1	NCBI	GCA_902460205.1	Mustela putorius
HLmusSpi1	NCBI	GCA_003336285.1	Mus spicilegus
HLmusSpr1	NCBI	GCA_001624865.1	Mus spretus
HLmyoCoy1	NCBI	GCA_004027025.1	Myocastor coypus
HLmyoGla2	NCBI	GCA_902806735.1	Myodes glareolus
HLmyoLuc1	DNA Zoo Consortium	none	Myotis lucifugus
HLmyoMyo6	Bat1K published	none	Myotis myotis
HLmyoSep1	DNA Zoo Consortium	none	Myotis septentrionalis
HLmyrTri1	NCBI	GCA_004026745.1	Myrmecophaga tridactyla
HLnanGra1	NCBI	GCA_006408635.1	Nanger granti
HLnasNar1	DNA Zoo Consortium	none	Nasua narica
HLneoAsi1	NCBI	GCA_003031525.1	Neophocaena asiaeorientalis asiaeorientalis
HLneoLep1	NCBI	GCA_001675575.1	Neotoma lepida
HLneoMos1	NCBI	GCA_006410615.1	Neotragus moschatus
HLneoNeb1	DNA Zoo Consortium	none	Neofelis nebulosa
HLneoPyg1	NCBI	GCA_006410875.1	Neotragus pygmaeus
HLneoVis1	NCBI	GCA_900108605.1	Neovison vison
HLnocLep1	NCBI	GCA_004026585.1	Noctilio leporinus
HLnomLeu4	NCBI	GCA_006542625.1	Nomascus leucogenys
HLnotEug3	DNA Zoo Consortium	none	Notamacropus eugenii
HLnycCou1	NCBI	GCA_004027815.1	Nycticebus coucang
HLnycHum2	NCBI	GCA_007922795.1	Nycticeius humeralis
HLodoHem1	NCBI	GCA_004115125.1	Odocoileus hemionus hemionus
HLodoRos1	DNA Zoo Consortium	none	Odobenus rosmarus
HLodoVir1	NCBI	GCA_002102435.1	Odocoileus virginianus texanus
HLodoVir2	DNA Zoo Consortium	none	Odocoileus virginianus
HLodoVir3	NCBI	GCA_014726795.1	Odocoileus virginianus
HLokaJoh2	DNA Zoo Consortium	none	Okapia johnstoni
HLondZib1	NCBI	GCA_004026605.1	Ondatra zibethicus
HLonyTor1	NCBI	GCA_903995425.1	Onychomys torridus
HLorcOrc2	DNA Zoo Consortium	none	Orcinus orca
HLoreAme1	NCBI	GCA_009758055.1	Oreamnos americanus
HLoreOre1	NCBI	GCA_006410675.1	Oreotragus oreotragus
HLornAna3	NCBI	GCA_004115215.1	Ornithorhynchus anatinus
HLoryAfeAfe2	DNA Zoo Consortium	none	Orycteropus afer afer
HLoryCun3	NCBI	GCA_009806435.1	Oryctolagus cuniculus
HLoryCunCun4	NCBI	GCA_013371645.1	Oryctolagus cuniculus cuniculus
HLoryDam1	DNA Zoo Consortium	none	Oryx dammah
HLoryGaz1	NCBI	GCA_003945745.1	Oryx gazella
HLospRuf1	DNA Zoo Consortium	none	Osphranter rufus
HLoviAmm1	NCBI	GCA_003121645.1	Ovis ammon
HLoviAri5	NCBI	GCA_011170295.1	Ovis aries
HLoviCan1	NCBI	GCA_001039535.1	Ovis canadensis canadensis
HLoviCan2	NCBI	GCA_004026945.1	Ovis canadensis
HLoviNivLyd1	NCBI	GCA_903231385.1	Ovis nivicola lydekkeri
HLoviOri1	NCBI	GCA_014523465.1	Ovis orientalis
HLpacDup1	DNA Zoo Consortium	none	Pachyuromys duprasi
HLpanLeo1	NCBI	GCA_008795835.1	Panthera leo
HLpanOnc1	NCBI	GCA_004023805.1	Panthera onca
HLpanOnc2	DNA Zoo Consortium	none	Panthera onca
HLpanPar1	NCBI	GCA_001857705.1	Panthera pardus
HLpanUnc1	DNA Zoo Consortium	none	Panthera uncia
HLpapAnu5	NCBI	GCA_008728515.1	Papio anubis
HLparHer1	NCBI	GCA_004024585.1	Paradoxurus hermaphroditus
HLpedCap1	NCBI	GCA_007922755.1	Pedetes capensis
HLpepEle1	DNA Zoo Consortium	none	Peponocephala electra
HLperCal2	NCBI	GCA_007827085.2	Peromyscus californicus insignis
HLperCri1	DNA Zoo Consortium	none	Peromyscus crinitus
HLperEre1	NCBI	GCA_902702925.1	Peromyscus eremicus
HLperLeu1	NCBI	GCA_004664715.1	Peromyscus leucopus
HLperLonPac1	NCBI	GCA_004363475.1	Perognathus longimembris pacificus
HLperManBai2	NCBI	GCA_003704035.1	Peromyscus maniculatus bairdii
HLperNas1	DNA Zoo Consortium	none	Peromyscus nasutus
HLperPol1	NCBI	GCA_003704135.2	Peromyscus polionotus subgriseus
HLpetTyp1	NCBI	GCA_004026965.1	Petromus typicus
HLphaCin1	NCBI	GCA_002099425.1	Phascolarctos cinereus
HLphaGym1	DNA Zoo Consortium	none	Phalanger gymnotis
HLphaTri2	DNA Zoo Consortium	none	Phataginus tricuspis
HLphiMax1	NCBI	GCA_006410695.1	Philantomba maxwellii
HLphoLar1	DNA Zoo Consortium	none	Phoca largha
HLphoPho1	NCBI	GCA_004363495.1	Phocoena phocoena
HLphoPho2	DNA Zoo Consortium	none	Phocoena phocoena
HLphoSin1	NCBI	GCA_008692025.1	Phocoena sinus
HLphoVit1	NCBI	GCA_004348235.1	Phoca vitulina
HLphyCat2	NCBI	GCA_002837175.2	Physeter catodon
HLphyDis3	Bat1K published	none	Phyllostomus discolor
HLpilTep2	NCBI	GCA_002776525.3	Piliocolobus tephrosceles
HLpipKuh2	Bat1K published	none	Pipistrellus kuhlii
HLpipPip1	NCBI	GCA_004026625.1	Pipistrellus pipistrellus
HLpipPip2	NCBI	GCA_903992545.1	Pipistrellus pipistrellus
HLpitPit1	NCBI	GCA_004026645.1	Pithecia pithecia
HLplaMin1	NCBI	GCA_004363435.1	Platanista minor
HLpleDon1	NCBI	GCA_004027715.1	Plecturocebus donacophilus
HLponBla1	NCBI	GCA_011754075.1	Pontoporia blainvillei
HLpotFla1	DNA Zoo Consortium	none	Potos flavus
HLpriBen1	NCBI	GCA_005406085.1	Prionailurus bengalensis euptilurus
HLproCap3	NCBI	GCA_004026925.2	Procavia capensis
HLproCap4	DNA Zoo Consortium	none	Procavia capensis
HLproCoq2	DNA Zoo Consortium	none	Propithecus coquereli
HLproLot1	DNA Zoo Consortium	none	Procyon lotor
HLproPrz1	NCBI	GCA_006410515.1	Procapra przewalskii
HLproSim1	NCBI	GCA_003258685.1	Prolemur simus
HLprzAlb1	NCBI	GCA_006408465.1	Przewalskium albirostris
HLpsaObe1	NCBI	GCA_002215935.2	Psammomys obesus
HLpseCor1	DNA Zoo Consortium	none	Pseudochirops corinnae
HLpseCup1	DNA Zoo Consortium	none	Pseudochirops cupreus
HLpseDes1	DNA Zoo Consortium	none	Pseudomys desertor
HLpseOcc1	DNA Zoo Consortium	none	Pseudocheirus occidentalis
HLpteBra1	NCBI	GCA_004024605.1	Pteronura brasiliensis
HLpteBra2	DNA Zoo Consortium	none	Pteronura brasiliensis
HLpteGig1	NCBI	GCA_902729225.1	Pteropus giganteus
HLptePse1	NCBI	GCA_014363405.1	Pteropus pselaphon
HLpteRuf1	DNA Zoo Consortium	none	Pteropus rufus
HLpteVam2	NCBI	GCA_000151845.2	Pteropus vampyrus
HLpumCon1	NCBI	GCA_003327715.1	Puma concolor
HLpumYag1	NCBI	GCA_014898765.1	Puma yagouaroundi
HLpygNem1	NCBI	GCA_004024825.1	Pygathrix nemaeus
HLranTar1	NCBI	GCA_004026565.1	Rangifer tarandus
HLranTarGra2	NCBI	GCA_014898785.1	Rangifer tarandus granti
HLrapCam1	NCBI	GCA_006410735.1	Raphicerus campestris
HLratNor7	NCBI	GCA_015227675.1	Rattus norvegicus
HLratRat7	NCBI	GCA_011064425.1	Rattus rattus
HLredRed1	NCBI	GCA_006410935.1	Redunca redunca
HLrhiFer5	Bat1K published	none	Rhinolophus ferrumequinum
HLrhiPru1	NCBI	GCA_009823505.1	Rhizomys pruinosus
HLrhiRox2	NCBI	GCA_007565055.1	Rhinopithecus roxellana
HLrhiSin1	NCBI	GCA_001888835.1	Rhinolophus sinicus
HLrhiUni1	DNA Zoo Consortium	none	Rhinoceros unicornis
HLrhoOpi1	NCBI	GCA_010120015.1	Rhombomys opimus
HLrouAeg4	Bat1K published	none	Rousettus aegyptiacus
HLrouLes1	NCBI	GCA_015472975.1	Rousettus leschenaultii
HLrouMad1	DNA Zoo Consortium	none	Rousettus madagascariensis
HLsagImp1	NCBI	GCA_004024885.1	Saguinus imperator
HLsaiBol1	DNA Zoo Consortium	none	Saimiri boliviensis
HLsaiTat1	NCBI	GCA_004024985.1	Saiga tatarica
HLsapApe1	NCBI	GCA_009761245.1	Sapajus apella
HLsarHar2	NCBI	GCA_902635505.1	Sarcophilus harrisii
HLscaAqu1	NCBI	GCA_004024925.1	Scalopus aquaticus
HLsciCar1	NCBI	GCA_902686445.1	Sciurus carolinensis
HLsciVul1	NCBI	GCA_902686455.1	Sciurus vulgaris
HLsemEnt1	NCBI	GCA_004025065.1	Semnopithecus entellus
HLsigHis1	NCBI	GCA_004025045.1	Sigmodon hispidus
HLsolPar1	NCBI	GCA_004363575.1	Solenodon paradoxus
HLsouChi1	NCBI	GCA_007760645.1	Sousa chinensis
HLspeDau1	NCBI	GCA_002406435.1	Spermophilus dauricus
HLspiGra1	NCBI	GCA_004023965.1	Spilogale gracilis
HLsteBre1	DNA Zoo Consortium	none	Steno bredanensis
HLstuHon1	NCBI	GCA_014824575.1	Sturnira hondurensis
HLsurSur1	NCBI	GCA_006229205.1	Suricata suricatta
HLsurSur2	NCBI	GCA_004023905.1	Suricata suricatta
HLsylBac1	DNA Zoo Consortium	none	Sylvilagus bachmani
HLsylGri1	NCBI	GCA_006408735.1	Sylvicapra grimmia
HLsynCaf1	NCBI	GCA_902500845.1	Syncerus caffer
HLtacAcu1	NCBI	GCA_015852505.1	Tachyglossus aculeatus
HLtadBra1	NCBI	GCA_004025005.1	Tadarida brasiliensis
HLtalOcc1	NCBI	GCA_014898055.1	Talpa occidentalis
HLtamTet1	NCBI	GCA_004025105.1	Tamandua tetradactyla
HLtapInd1	NCBI	GCA_004024905.1	Tapirus indicus
HLtapInd2	DNA Zoo Consortium	none	Tapirus indicus
HLtapTer1	NCBI	GCA_004025025.1	Tapirus terrestris
HLtapTer2	DNA Zoo Consortium	none	Tapirus terrestris
HLtaxTax1	NCBI	GCA_003697995.1	Taxidea taxus jeffersonii
HLtheGel1	NCBI	GCA_003255815.1	Theropithecus gelada
HLthrSwi1	NCBI	GCA_004025085.1	Thryonomys swinderianus
HLthyCyn1	NCBI	GCA_007646695.1	Thylacinus cynocephalus
HLtolMat1	NCBI	GCA_004025125.1	Tolypeutes matacus
HLtonSau1	NCBI	GCA_004024845.1	Tonatia saurophila
HLtraFra1	NCBI	GCA_009764315.1	Trachypithecus francoisi
HLtraImb1	NCBI	GCA_006410775.1	Tragelaphus imberbis
HLtraJav1	NCBI	GCA_004024965.2	Tragulus javanicus
HLtraKan1	NCBI	GCA_006408655.1	Tragulus kanchil
HLtraScr1	NCBI	GCA_006410495.1	Tragelaphus scriptus
HLtraStr1	NCBI	GCA_006410795.1	Tragelaphus strepsiceros
HLtriManLat2	DNA Zoo Consortium	none	Trichechus manatus
HLtriVul1	NCBI	GCA_011100635.1	Trichosurus vulpecula
HLturAdu1	NCBI	GCA_003227395.1	Tursiops aduncus
HLturAdu2	DNA Zoo Consortium	none	Tursiops aduncus
HLturTru3	NCBI	GCA_001922835.1	Tursiops truncatus
HLturTru4	NCBI	GCA_011762595.1	Tursiops truncatus
HLuroCau1	DNA Zoo Consortium	none	Uromys caudimaculatus
HLuroGra1	NCBI	GCA_004024945.1	Uropsilus gracilis
HLuroPar1	NCBI	GCA_003426925.1	Urocitellus parryii
HLursAme1	NCBI	GCA_003344425.1	Ursus americanus
