76	Brain - Amygdala	NL4W	GTEX-NL4W-0011-R4a-SM-2I5GZ
77	Brain - Caudate (basal ganglia)	NL4W	GTEX-NL4W-0011-R5a-SM-2I3GD
78	Brain - Nucleus accumbens (basal ganglia)	NL4W	GTEX-NL4W-0011-R6a-SM-2I3GA
79	Brain - Hypothalamus	NL4W	GTEX-NL4W-0011-R8a-SM-2I3G4
80	Brain - Spinal cord (cervical c-1)	NL4W	GTEX-NL4W-0011-R9a-SM-2I3G1
81	Whole Blood	NPJ7	GTEX-NPJ7-0006-SM-3GACR
82	Cells - Transformed fibroblasts	NPJ7	GTEX-NPJ7-0008-SM-4E3JS
83	Brain - Frontal Cortex (BA9)	NPJ7	GTEX-NPJ7-0011-R10A-SM-2I3E5
84	Brain - Cerebellar Hemisphere	NPJ7	GTEX-NPJ7-0011-R11A-SM-2I3E8
85	Brain - Hippocampus	NPJ7	GTEX-NPJ7-0011-R1a-SM-3GACT
86	Brain - Substantia nigra	NPJ7	GTEX-NPJ7-0011-R2a-SM-2I3GF
87	Brain - Amygdala	NPJ7	GTEX-NPJ7-0011-R4a-SM-2I3GJ
88	Brain - Caudate (basal ganglia)	NPJ7	GTEX-NPJ7-0011-R5a-SM-33HBK
89	Brain - Nucleus accumbens (basal ganglia)	NPJ7	GTEX-NPJ7-0011-R6a-SM-2I3G7
90	Brain - Hypothalamus	NPJ7	GTEX-NPJ7-0011-R8a-SM-2I3G2
91	Brain - Spinal cord (cervical c-1)	NPJ7	GTEX-NPJ7-0011-R9a-SM-2TC5R
92	Artery - Coronary	NPJ7	GTEX-NPJ7-1326-SM-3MJHO
93	Nerve - Tibial	NPJ7	GTEX-NPJ7-1726-SM-2YUNA
94	Brain - Cortex	NPJ7	GTEX-NPJ7-2726-SM-2I3FT
95	Brain - Cerebellum	NPJ7	GTEX-NPJ7-2826-SM-2I3FU
96	Pituitary	NPJ7	GTEX-NPJ7-2926-SM-3MJGQ
97	Whole Blood	NPJ8	GTEX-NPJ8-0007-SM-2D7VX
98	Brain - Frontal Cortex (BA9)	NPJ8	GTEX-NPJ8-0011-R10A-SM-2YUMO
99	Brain - Cerebellar Hemisphere	NPJ8	GTEX-NPJ8-0011-R11A-SM-2YUMS
100	Brain - Hippocampus	NPJ8	GTEX-NPJ8-0011-R1a-SM-33HCB
101	Brain - Substantia nigra	NPJ8	GTEX-NPJ8-0011-R2a-SM-2TC6M
102	Brain - Anterior cingulate cortex (BA24)	NPJ8	GTEX-NPJ8-0011-R3a-SM-2HMIW
103	Brain - Amygdala	NPJ8	GTEX-NPJ8-0011-R4a-SM-2HML3
104	Brain - Caudate (basal ganglia)	NPJ8	GTEX-NPJ8-0011-R5a-SM-2HMJY
105	Brain - Nucleus accumbens (basal ganglia)	NPJ8	GTEX-NPJ8-0011-R6a-SM-2HMKB
106	Brain - Putamen (basal ganglia)	NPJ8	GTEX-NPJ8-0011-R7a-SM-2HMJV
107	Brain - Hypothalamus	NPJ8	GTEX-NPJ8-0011-R8a-SM-2HMLG
108	Brain - Spinal cord (cervical c-1)	NPJ8	GTEX-NPJ8-0011-R9a-SM-2YUN5
109	Skin - Sun Exposed (Lower leg)	NPJ8	GTEX-NPJ8-0126-SM-2YUNR
110	Adipose - Subcutaneous	NPJ8	GTEX-NPJ8-0226-SM-48TBN
111	Lung	NPJ8	GTEX-NPJ8-0326-SM-2D7VV
112	Heart - Left Ventricle	NPJ8	GTEX-NPJ8-0426-SM-2HMK6
113	Artery - Aorta	NPJ8	GTEX-NPJ8-0526-SM-3MJHN
114	Artery - Coronary	NPJ8	GTEX-NPJ8-1326-SM-3LK6B
115	Pituitary	NPJ8	GTEX-NPJ8-1426-SM-3MJHR
116	Brain - Cortex	NPJ8	GTEX-NPJ8-1526-SM-2D7VU
117	Muscle - Skeletal	NPJ8	GTEX-NPJ8-1626-SM-2HMIY
118	Nerve - Tibial	NPJ8	GTEX-NPJ8-1726-SM-2YUNB
119	Artery - Tibial	NPJ8	GTEX-NPJ8-1826-SM-2YUNC
120	Esophagus - Mucosa	NPJ8	GTEX-NPJ8-1926-SM-3MJGB
121	Pancreas	NPJ8	GTEX-NPJ8-2126-SM-3MJGK
122	Kidney - Cortex	NPJ8	GTEX-NPJ8-2226-SM-3TW8D
123	Prostate	NPJ8	GTEX-NPJ8-2426-SM-3MJHL
124	Thyroid	NPJ8	GTEX-NPJ8-2526-SM-2HML8
125	Brain - Cerebellum	NPJ8	GTEX-NPJ8-2626-SM-2D7W2
126	Whole Blood	O5YT	GTEX-O5YT-0007-SM-32PK7
127	Cells - Transformed fibroblasts	O5YT	GTEX-O5YT-0008-SM-4E3IQ
128	Skin - Sun Exposed (Lower leg)	O5YT	GTEX-O5YT-0126-SM-48TBW
129	Adipose - Subcutaneous	O5YT	GTEX-O5YT-0226-SM-32PK5
130	Heart - Left Ventricle	O5YT	GTEX-O5YT-0326-SM-32PKA
131	Artery - Aorta	O5YT	GTEX-O5YT-0426-SM-3MJHD
132	Lung	O5YT	GTEX-O5YT-0526-SM-32PK8
133	Esophagus - Muscularis	O5YT	GTEX-O5YT-0726-SM-3MJHA
134	Spleen	O5YT	GTEX-O5YT-0926-SM-48TDG
135	Pancreas	O5YT	GTEX-O5YT-1026-SM-3MJGF
136	Adrenal Gland	O5YT	GTEX-O5YT-1326-SM-3MJGR
137	Colon - Transverse	O5YT	GTEX-O5YT-1426-SM-3MJHC
138	Muscle - Skeletal	O5YT	GTEX-O5YT-1626-SM-32PK6
139	Nerve - Tibial	O5YT	GTEX-O5YT-1726-SM-3NMD7
140	Artery - Tibial	O5YT	GTEX-O5YT-1826-SM-32PK9
141	Testis	O5YT	GTEX-O5YT-2126-SM-3MJGD
142	Cells - Transformed fibroblasts	O5YU	GTEX-O5YU-0008-SM-4E3I7
143	Whole Blood	O5YV	GTEX-O5YV-0006-SM-2I5GX
144	Cells - Transformed fibroblasts	O5YV	GTEX-O5YV-0008-SM-4E3HP
145	Adipose - Subcutaneous	O5YV	GTEX-O5YV-0226-SM-48TBY
146	Heart - Left Ventricle	O5YV	GTEX-O5YV-0326-SM-2I5H2
147	Artery - Coronary	O5YV	GTEX-O5YV-0426-SM-3LK66
148	Lung	O5YV	GTEX-O5YV-0526-SM-2I5GE
149	Artery - Aorta	O5YV	GTEX-O5YV-0626-SM-3LK64
150	Esophagus - Mucosa	O5YV	GTEX-O5YV-1026-SM-3LK72
151	Adrenal Gland	O5YV	GTEX-O5YV-1126-SM-3LK73
152	Artery - Tibial	O5YV	GTEX-O5YV-1626-SM-2YUNJ
153	Nerve - Tibial	O5YV	GTEX-O5YV-1826-SM-2YUNI
154	Muscle - Skeletal	O5YV	GTEX-O5YV-2026-SM-2D7VS
155	Whole Blood	O5YW	GTEX-O5YW-0006-SM-3LK6E
156	Cells - Transformed fibroblasts	O5YW	GTEX-O5YW-0008-SM-4E3IE
157	Skin - Sun Exposed (Lower leg)	O5YW	GTEX-O5YW-0126-SM-3LK6D
158	Heart - Left Ventricle	O5YW	GTEX-O5YW-0326-SM-2I5EI
159	Artery - Aorta	O5YW	GTEX-O5YW-0426-SM-3MJHJ
160	Lung	O5YW	GTEX-O5YW-0526-SM-2YUMX
161	Colon - Transverse	O5YW	GTEX-O5YW-1426-SM-3MJHF
162	Stomach	O5YW	GTEX-O5YW-1526-SM-3MJGL
163	Artery - Tibial	O5YW	GTEX-O5YW-1826-SM-2YUN2
164	Artery - Coronary	O5YW	GTEX-O5YW-3026-SM-3MJHI
165	Whole Blood	OHPK	GTEX-OHPK-0006-SM-2HMKH
166	Cells - Transformed fibroblasts	OHPK	GTEX-OHPK-0008-SM-4E3JL
167	Adipose - Subcutaneous	OHPK	GTEX-OHPK-0226-SM-3MJH6
168	Heart - Left Ventricle	OHPK	GTEX-OHPK-0326-SM-2HMJO
169	Artery - Aorta	OHPK	GTEX-OHPK-0426-SM-3MJH3
170	Lung	OHPK	GTEX-OHPK-0526-SM-2HMJB
171	Adrenal Gland	OHPK	GTEX-OHPK-1326-SM-3MJGN
172	Stomach	OHPK	GTEX-OHPK-1526-SM-3MJGM
173	Muscle - Skeletal	OHPK	GTEX-OHPK-1626-SM-2YUN3
174	Nerve - Tibial	OHPK	GTEX-OHPK-1726-SM-48TC4
175	Artery - Tibial	OHPK	GTEX-OHPK-1826-SM-2YUMR
176	Uterus	OHPK	GTEX-OHPK-2026-SM-3MJH7
177	Fallopian Tube	OHPK	GTEX-OHPK-2326-SM-3MJH2
178	Ovary	OHPK	GTEX-OHPK-2426-SM-3MJGH
179	Vagina	OHPK	GTEX-OHPK-2526-SM-3MJH9
180	Thyroid	OHPK	GTEX-OHPK-2626-SM-2HMK9
181	Whole Blood	OHPL	GTEX-OHPL-0006-SM-3MJHB
182	Cells - Transformed fibroblasts	OHPL	GTEX-OHPL-0008-SM-4E3I9
183	Skin - Sun Exposed (Lower leg)	OHPL	GTEX-OHPL-0126-SM-2HMJ7
184	Heart - Left Ventricle	OHPL	GTEX-OHPL-0326-SM-33HC8
185	Artery - Aorta	OHPL	GTEX-OHPL-0426-SM-3TW8X
186	Lung	OHPL	GTEX-OHPL-0526-SM-3NM8U
187	Pancreas	OHPL	GTEX-OHPL-1026-SM-3MJGI
188	Adrenal Gland	OHPL	GTEX-OHPL-1326-SM-3MJGG
189	Muscle - Skeletal	OHPL	GTEX-OHPL-1626-SM-2HMIR
190	Artery - Tibial	OHPL	GTEX-OHPL-1826-SM-2YUN8
191	Uterus	OHPL	GTEX-OHPL-2026-SM-3TW8R
192	Ovary	OHPL	GTEX-OHPL-2426-SM-48TDN
193	Vagina	OHPL	GTEX-OHPL-2526-SM-3MJGT
194	Artery - Coronary	OHPL	GTEX-OHPL-3026-SM-3MJGS
195	Whole Blood	OHPM	GTEX-OHPM-0006-SM-2HMKU
196	Cells - Transformed fibroblasts	OHPM	GTEX-OHPM-0008-SM-4E3IP
197	Skin - Sun Exposed (Lower leg)	OHPM	GTEX-OHPM-0126-SM-2YUN9
198	Adipose - Subcutaneous	OHPM	GTEX-OHPM-0226-SM-3LK61
199	Heart - Left Ventricle	OHPM	GTEX-OHPM-0326-SM-33HCA
200	Artery - Aorta	OHPM	GTEX-OHPM-0426-SM-3TW8V
201	Lung	OHPM	GTEX-OHPM-0526-SM-2YUMJ
202	Esophagus - Muscularis	OHPM	GTEX-OHPM-0726-SM-3LK7A
203	Pancreas	OHPM	GTEX-OHPM-1026-SM-3LK74
204	Colon - Transverse	OHPM	GTEX-OHPM-1426-SM-3TW8Y
205	Muscle - Skeletal	OHPM	GTEX-OHPM-1626-SM-2HMK4
206	Artery - Tibial	OHPM	GTEX-OHPM-1826-SM-2YUNF
207	Testis	OHPM	GTEX-OHPM-2126-SM-3LK75
208	Thyroid	OHPM	GTEX-OHPM-2626-SM-33HC5
209	Whole Blood	OHPN	GTEX-OHPN-0005-SM-2YUML
210	Cells - Transformed fibroblasts	OHPN	GTEX-OHPN-0008-SM-4E3HW
211	Brain - Cerebellar Hemisphere	OHPN	GTEX-OHPN-0011-R11A-SM-2I5FM
212	Brain - Hippocampus	OHPN	GTEX-OHPN-0011-R1A-SM-2I5GB
213	Brain - Substantia nigra	OHPN	GTEX-OHPN-0011-R2A-SM-2I5FB
214	Brain - Anterior cingulate cortex (BA24)	OHPN	GTEX-OHPN-0011-R3A-SM-2I5FC
215	Brain - Amygdala	OHPN	GTEX-OHPN-0011-R4A-SM-2I5FD
216	Brain - Caudate (basal ganglia)	OHPN	GTEX-OHPN-0011-R5A-SM-2I5FF
217	Brain - Putamen (basal ganglia)	OHPN	GTEX-OHPN-0011-R7A-SM-2I5FI
218	Brain - Spinal cord (cervical c-1)	OHPN	GTEX-OHPN-0011-R9A-SM-4DXUH
219	Adipose - Subcutaneous	OHPN	GTEX-OHPN-0226-SM-48TBV
220	Muscle - Skeletal	OHPN	GTEX-OHPN-2726-SM-2I5H4
221	Artery - Tibial	OHPN	GTEX-OHPN-2826-SM-3LK67
222	Nerve - Tibial	OHPN	GTEX-OHPN-2926-SM-3LK65
223	Whole Blood	OIZF	GTEX-OIZF-0006-SM-2I5GQ
224	Stomach	OIZF	GTEX-OIZF-1526-SM-3MJGY
225	Whole Blood	OIZG	GTEX-OIZG-0005-SM-2HMJC
226	Cells - Transformed fibroblasts	OIZG	GTEX-OIZG-0008-SM-4E3J2
227	Thyroid	OIZG	GTEX-OIZG-0226-SM-2TC5L
228	Artery - Aorta	OIZG	GTEX-OIZG-0426-SM-3LK5W
229	Lung	OIZG	GTEX-OIZG-0526-SM-2HMLF
230	Skin - Sun Exposed (Lower leg)	OIZG	GTEX-OIZG-0726-SM-33HBL
231	Esophagus - Muscularis	OIZG	GTEX-OIZG-0926-SM-3LK5Y
232	Esophagus - Mucosa	OIZG	GTEX-OIZG-1026-SM-3LK5X
233	Heart - Left Ventricle	OIZG	GTEX-OIZG-1126-SM-2HMIU
234	Muscle - Skeletal	OIZG	GTEX-OIZG-1326-SM-2HMIQ
235	Whole Blood	OIZH	GTEX-OIZH-0005-SM-2HMJN
236	Skin - Sun Exposed (Lower leg)	OIZH	GTEX-OIZH-0126-SM-2HMIS
237	Adipose - Subcutaneous	OIZH	GTEX-OIZH-0226-SM-2YUMH
238	Heart - Left Ventricle	OIZH	GTEX-OIZH-0326-SM-2HMKC
239	Lung	OIZH	GTEX-OIZH-0526-SM-2HMKV
240	Esophagus - Mucosa	OIZH	GTEX-OIZH-0626-SM-3NB1L
241	Esophagus - Muscularis	OIZH	GTEX-OIZH-0726-SM-3NB1I
242	Spleen	OIZH	GTEX-OIZH-0926-SM-48TBR
243	Adrenal Gland	OIZH	GTEX-OIZH-1326-SM-3NB1H
244	Colon - Transverse	OIZH	GTEX-OIZH-1426-SM-3NB1O
245	Stomach	OIZH	GTEX-OIZH-1526-SM-3NB1J
246	Muscle - Skeletal	OIZH	GTEX-OIZH-1626-SM-2HMKI
247	Artery - Tibial	OIZH	GTEX-OIZH-1826-SM-2YUNP
248	Prostate	OIZH	GTEX-OIZH-2026-SM-3NB1M
249	Testis	OIZH	GTEX-OIZH-2126-SM-3NB1P
250	Thyroid	OIZH	GTEX-OIZH-2626-SM-2HMJM
251	Artery - Coronary	OIZH	GTEX-OIZH-3026-SM-3NB1G
252	Whole Blood	OIZI	GTEX-OIZI-0005-SM-2XCED
253	Cells - Transformed fibroblasts	OIZI	GTEX-OIZI-0008-SM-2XCFD
254	Testis	OIZI	GTEX-OIZI-0126-SM-3NB13
255	Adipose - Subcutaneous	OIZI	GTEX-OIZI-0226-SM-2XCEE
256	Nerve - Tibial	OIZI	GTEX-OIZI-0426-SM-2XCEF
257	Artery - Tibial	OIZI	GTEX-OIZI-0526-SM-2XCEG
258	Muscle - Skeletal	OIZI	GTEX-OIZI-0626-SM-2XCEH
259	Thyroid	OIZI	GTEX-OIZI-0726-SM-2XCEI
260	Lung	OIZI	GTEX-OIZI-1026-SM-3NB1K
261	Artery - Aorta	OIZI	GTEX-OIZI-1126-SM-3NB1F
262	Esophagus - Muscularis	OIZI	GTEX-OIZI-1326-SM-3NB1B
263	Esophagus - Mucosa	OIZI	GTEX-OIZI-1426-SM-3NB1T
264	Whole Blood	OOBJ	GTEX-OOBJ-0006-SM-2I3F4
265	Cells - Transformed fibroblasts	OOBJ	GTEX-OOBJ-0008-SM-3NB26
266	Adipose - Subcutaneous	OOBJ	GTEX-OOBJ-0226-SM-2YUMM
267	Heart - Left Ventricle	OOBJ	GTEX-OOBJ-0326-SM-33HBO
268	Artery - Aorta	OOBJ	GTEX-OOBJ-0426-SM-3NB1S
269	Lung	OOBJ	GTEX-OOBJ-0526-SM-48TDK
270	Liver	OOBJ	GTEX-OOBJ-0826-SM-3NB2K
271	Spleen	OOBJ	GTEX-OOBJ-0926-SM-48TDO
272	Pancreas	OOBJ	GTEX-OOBJ-1026-SM-3NB2L
273	Stomach	OOBJ	GTEX-OOBJ-1526-SM-3NB1Q
274	Muscle - Skeletal	OOBJ	GTEX-OOBJ-1626-SM-2I3F7
275	Artery - Tibial	OOBJ	GTEX-OOBJ-1826-SM-3NB1C
276	Prostate	OOBJ	GTEX-OOBJ-2026-SM-3NB1R
277	Testis	OOBJ	GTEX-OOBJ-2126-SM-3NB1N
278	Thyroid	OOBJ	GTEX-OOBJ-2626-SM-2I3F6
279	Artery - Coronary	OOBJ	GTEX-OOBJ-3026-SM-3NB1D
280	Whole Blood	OOBK	GTEX-OOBK-0005-SM-2YUMG
281	Cells - Transformed fibroblasts	OOBK	GTEX-OOBK-0008-SM-3NB27
282	Skin - Sun Exposed (Lower leg)	OOBK	GTEX-OOBK-0126-SM-2YUND
283	Adipose - Subcutaneous	OOBK	GTEX-OOBK-0226-SM-2YUMF
284	Artery - Aorta	OOBK	GTEX-OOBK-0425-SM-3LK5O
285	Lung	OOBK	GTEX-OOBK-0526-SM-2HMJJ
286	Esophagus - Mucosa	OOBK	GTEX-OOBK-0625-SM-3LK5P
287	Esophagus - Muscularis	OOBK	GTEX-OOBK-0726-SM-3LK5Q
288	Pancreas	OOBK	GTEX-OOBK-1026-SM-48TC2
289	Muscle - Skeletal	OOBK	GTEX-OOBK-1626-SM-2HMKG
290	Prostate	OOBK	GTEX-OOBK-2025-SM-3LK5S
291	Testis	OOBK	GTEX-OOBK-2126-SM-3LK5T
292	Thyroid	OOBK	GTEX-OOBK-2626-SM-2HMKY
293	Whole Blood	OXRK	GTEX-OXRK-0006-SM-2HML1
294	Cells - Transformed fibroblasts	OXRK	GTEX-OXRK-0008-SM-3NB28
295	Adrenal Gland	OXRK	GTEX-OXRK-0126-SM-3NB1E
296	Skin - Sun Exposed (Lower leg)	OXRK	GTEX-OXRK-0226-SM-3NB2G
297	Adipose - Subcutaneous	OXRK	GTEX-OXRK-0326-SM-3NB3R
298	Nerve - Tibial	OXRK	GTEX-OXRK-0426-SM-3NB2E
299	Artery - Tibial	OXRK	GTEX-OXRK-0526-SM-3NB2F
300	Thyroid	OXRK	GTEX-OXRK-0626-SM-2HMJ5
301	Heart - Left Ventricle	OXRK	GTEX-OXRK-0826-SM-2HMK7
302	Lung	OXRK	GTEX-OXRK-0926-SM-2HMKP
303	Esophagus - Mucosa	OXRK	GTEX-OXRK-1326-SM-3NB1A
304	Esophagus - Muscularis	OXRK	GTEX-OXRK-1426-SM-3NB19
305	Stomach	OXRK	GTEX-OXRK-1626-SM-3NB17
306	Colon - Transverse	OXRK	GTEX-OXRK-1726-SM-3NB16
307	Muscle - Skeletal	OXRK	GTEX-OXRK-1826-SM-2HMJE
308	Whole Blood	OXRL	GTEX-OXRL-0005-SM-3LK6A
309	Cells - Transformed fibroblasts	OXRL	GTEX-OXRL-0008-SM-3NB29
310	Skin - Sun Exposed (Lower leg)	OXRL	GTEX-OXRL-0126-SM-2YUMP
311	Adipose - Subcutaneous	OXRL	GTEX-OXRL-0226-SM-3NB18
312	Heart - Left Ventricle	OXRL	GTEX-OXRL-0326-SM-2I3F2
313	Artery - Aorta	OXRL	GTEX-OXRL-0426-SM-3NM97
314	Lung	OXRL	GTEX-OXRL-0526-SM-2I3EZ
315	Esophagus - Mucosa	OXRL	GTEX-OXRL-0626-SM-3NM9C
316	Esophagus - Muscularis	OXRL	GTEX-OXRL-0726-SM-3NM9A
317	Muscle - Skeletal	OXRL	GTEX-OXRL-1626-SM-2YUMU
318	Artery - Tibial	OXRL	GTEX-OXRL-1826-SM-2YUMV
319	Testis	OXRL	GTEX-OXRL-2126-SM-3NM98
320	Thyroid	OXRL	GTEX-OXRL-2626-SM-2I3F1
321	Whole Blood	OXRN	GTEX-OXRN-0005-SM-2I5EU
322	Brain - Frontal Cortex (BA9)	OXRN	GTEX-OXRN-0011-R10A-SM-2I5GC
323	Brain - Caudate (basal ganglia)	OXRN	GTEX-OXRN-0011-R5A-SM-2I5EF
324	Skin - Sun Exposed (Lower leg)	OXRN	GTEX-OXRN-0126-SM-48TDM
325	Adipose - Subcutaneous	OXRN	GTEX-OXRN-0226-SM-2I5EJ
326	Lung	OXRN	GTEX-OXRN-0526-SM-2I5EN
327	Muscle - Skeletal	OXRN	GTEX-OXRN-1326-SM-3LK5V
328	Nerve - Tibial	OXRN	GTEX-OXRN-1426-SM-3LK5U
329	Esophagus - Mucosa	OXRN	GTEX-OXRN-1726-SM-3NM9B
330	Brain - Cortex	OXRN	GTEX-OXRN-2426-SM-2I5EQ
331	Pituitary	OXRN	GTEX-OXRN-2626-SM-48TBX
332	Whole Blood	OXRO	GTEX-OXRO-0006-SM-2I5EM
333	Brain - Frontal Cortex (BA9)	OXRO	GTEX-OXRO-0011-R10A-SM-2I5EH
334	Brain - Substantia nigra	OXRO	GTEX-OXRO-0011-R2A-SM-3NB1W
335	Brain - Spinal cord (cervical c-1)	OXRO	GTEX-OXRO-0011-R9A-SM-3NB1X
336	Skin - Sun Exposed (Lower leg)	OXRO	GTEX-OXRO-0126-SM-2YUN4
337	Adipose - Subcutaneous	OXRO	GTEX-OXRO-0226-SM-3LK6F
338	Lung	OXRO	GTEX-OXRO-0326-SM-33HBM
339	Thyroid	OXRO	GTEX-OXRO-1226-SM-48TDL
340	Muscle - Skeletal	OXRO	GTEX-OXRO-1726-SM-3LK6C
341	Artery - Tibial	OXRO	GTEX-OXRO-1926-SM-2S1O3
342	Whole Blood	OXRP	GTEX-OXRP-0006-SM-2I3FN
