15	Corpus callosum 3	Corpus callosum 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Corpus callosum,
16	Spinal cord	Spinal cord	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Spinal cord,
17	Spinal cord 2	Spinal cord 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Spinal cord,
18	Whole Blood	Whole Blood	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
19	Whole Blood 2	Whole Blood 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
20	Whole Blood 3	Whole Blood 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
21	Whole Blood 4	Whole Blood 4	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
22	Whole Blood 5	Whole Blood 5	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
23	Whole Blood 6	Whole Blood 6	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Whole Blood,
24	Testis	Testis	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Testis,
25	Testis 2	Testis 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Testis,
26	Pancreas	Pancreas	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Pancreas,
27	Pancreas 2	Pancreas 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Pancreas,
28	Placenta	Placenta	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Placenta,
29	Placenta 2	Placenta 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Placenta,
30	Pituitary gland	Pituitary gland	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Pituitary gland,
31	Thyroid	Thyroid	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Thyroid,
32	Thyroid 2	Thyroid 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Thyroid,
33	Prostate Cancer	Prostate Cancer	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate Cancer,
34	Prostate Cancer 2	Prostate Cancer 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate Cancer,
35	Prostate Cancer 3	Prostate Cancer 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate Cancer,
36	Prostate Cancer 4	Prostate Cancer 4	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate Cancer,
37	Prostate Cancer 5	Prostate Cancer 5	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate Cancer,
38	Prostate	Prostate	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate,
39	Prostate 2	Prostate 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate,
40	Prostate 3	Prostate 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Prostate,
41	Ovary	Ovary	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Ovary,
42	Ovary 2	Ovary 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Ovary,
43	Ovary 3	Ovary 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Ovary,
44	OVR278E	OVR278E	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,OVR278E,
45	OVR278S	OVR278S	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,OVR278S,
46	Uterus	Uterus	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Uterus,
47	Uterus 2	Uterus 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Uterus,
48	DRG	DRG	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,DRG,
49	DRG 2	DRG 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,DRG,
50	Salivary gland	Salivary gland	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Salivary gland,
51	Salivary gland 2	Salivary gland 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Salivary gland,
52	Trachea	Trachea	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Trachea,
53	Trachea 2	Trachea 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Trachea,
54	Lung	Lung	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Lung,
55	Lung 2	Lung 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Lung,
56	Thymus	Thymus	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Thymus,
57	Thymus 2	Thymus 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Thymus,
58	Spleen	Spleen	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Spleen,
59	Adrenal gland	Adrenal gland	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Adrenal gland,
60	Adrenal gland 2	Adrenal gland 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Adrenal gland,
61	Kidney	Kidney	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Kidney,
62	Kidney 2	Kidney 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Kidney,
63	Kidney 3	Kidney 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Kidney,
64	Fetal liver	Fetal liver	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Fetal liver,
65	Fetal liver 2	Fetal liver 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Fetal liver,
66	Liver	Liver	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Liver,
67	Liver 2	Liver 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Liver,
68	Heart	Heart	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Heart,
69	Heart 2	Heart 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Heart,
70	HUVEC	HUVEC	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,HUVEC,
71	HUVEC 2	HUVEC 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,HUVEC,
72	HUVEC 3	HUVEC 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,HUVEC,
73	THY+	THY+	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,THY+,
74	THY-	THY-	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,THY-,
75	THY- 2	THY- 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,THY-,
76	Myelogenous k-562	Myelogenous k-562	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Myelogenous k-562,
77	Myelogenous k-562 2	Myelogenous k-562 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Myelogenous k-562,
78	Lymphoblastic molt-4	Lymphoblastic molt-4	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Lymphoblastic molt-4,
79	Lymphoblastic molt-4 2	Lymphoblastic molt-4 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Lymphoblastic molt-4,
80	Lymphoblastic molt-4 3	Lymphoblastic molt-4 3	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Lymphoblastic molt-4,
81	Burkitts Daudi	Burkitts Daudi	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Burkitts Daudi,
82	Burkitts Daudi 2	Burkitts Daudi 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Burkitts Daudi,
83	Burkitts Raji	Burkitts Raji	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Burkitts Raji,
84	Burkitts Raji 2	Burkitts Raji 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Burkitts Raji,
85	Hep3b	Hep3b	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Hep3b,
86	Hep3b 2	Hep3b 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Hep3b,
87	A2058	A2058	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,A2058,
88	A2058 2	A2058 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,A2058,
89	DOHH2	DOHH2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,DOHH2,
90	DOHH2 2	DOHH2 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,DOHH2,
91	GA10	GA10	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,GA10,
92	GA10 2	GA10 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,GA10,
93	HL60	HL60	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,HL60,
94	HL60 2	HL60 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,HL60,
95	K422	K422	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,K422,
96	K422 2	K422 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,K422,
97	Ramos	Ramos	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Ramos,
98	Ramos 2	Ramos 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,Ramos,
99	WSU	WSU	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,WSU,
100	WSU 2	WSU 2	http://www.affymetrix.com/analysis/index.affx	http://expression.gnf.org	http://www.gnf.org	3	HG-U95Av2,n/a,WSU,
