31	oryCun1	ensGene	hiram	48	2008-02-22 15:33:11	testing doEnsGeneUpdate.pl	ftp://ftp.ensembl.org/pub/release-48/gtf/ornithorhynchus_anatinus/Ornithorhynchus_anatinus.OANA5.48.gtf.gz	dec2007
32	oryLat1	ensGene	hiram	42	2007-01-08 16:32:01	fetched 2007-01-05	BioMart	dec2006
33	panTro1	ensGene	angie	22	2004-06-16 16:04:31	estimated version 22, fetched 2004-06-16	EnsMart	
34	panTro2	ensGene	baertsch	43	2007-03-13 21:02:29	estimated version 43, fetched probably 2007-03-13 via Robert's automatic mechanism	ftp://ftp.ensembl.org/pub/release-43/macaca_mulatta_43_10c/data/gtf/Macaca_mulatta.MMUL_1.43.gtf.gz	feb2007
35	rheMac2	ensGene	baertsch	39	2006-06-20 11:03:00	estimated version 39, fetched 2006-06-20	http://www.sanger.ac.uk/Users/lec/macaque_data/gtf.tar.gz	jun2006
36	rn3	ensGene	fanhsu	21	2004-04-29 09:57:47	estimated version 21, fetched 2004-04-29	EnsMart	oct2004
37	rn4	ensGene	angie	39	2006-06-13 08:38:02	current 2008-02-25 version on the RR, fetched 2006-06-13	EnsMart	jun2006
38	rn4	ensGene	baertsch	43	2007-03-13 07:43:44	most likely fetched 2007-03-13 via Robert's automatic mechanism	ftp://ftp.ensembl.org/pub/release-43/rattus_norvegicus_43_34m/data/gtf/Rattus_norvegicus.RGSC3.4.43.gtf.gz	feb2007
40	ornAna1	ensGene	hiram	48	2008-02-26 10:38:08	with peptides Ornithorhynchus_anatinus.OANA5.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/ornithorhynchus_anatinus/Ornithorhynchus_anatinus.OANA5.48.gtf.gz	dec2007
41	ornAna1	ensGene	hiram	48	2008-02-26 11:26:47	with peptides Ornithorhynchus_anatinus.OANA5.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/ornithorhynchus_anatinus/Ornithorhynchus_anatinus.OANA5.48.gtf.gz	dec2007
42	panTro2	ensGene	hiram	48	2008-02-26 15:06:46	with peptides Pan_troglodytes.CHIMP2.1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/pan_troglodytes/Pan_troglodytes.CHIMP2.1.48.gtf.gz	dec2007
43	panTro2	ensGene	hiram	48	2008-02-26 15:08:30	with peptides Pan_troglodytes.CHIMP2.1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/pan_troglodytes/Pan_troglodytes.CHIMP2.1.48.gtf.gz	dec2007
44	hg18	ensGene	hiram	48	2008-02-27 10:35:25	with peptides Homo_sapiens.NCBI36.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/homo_sapiens/Homo_sapiens.NCBI36.48.gtf.gz	dec2007
45	rheMac2	ensGene	hiram	48	2008-02-28 10:28:05	with peptides Macaca_mulatta.MMUL_1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/macaca_mulatta/Macaca_mulatta.MMUL_1.48.gtf.gz	dec2007
46	otoGar1	ensGene	hiram	48	2008-02-29 13:44:05	with peptides Otolemur_garnettii.BUSHBABY1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/otolemur_garnettii/Otolemur_garnettii.BUSHBABY1.48.gtf.gz	dec2007
47	otoGar1	ensGene	hiram	48	2008-02-29 14:40:43	with peptides Otolemur_garnettii.BUSHBABY1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/otolemur_garnettii/Otolemur_garnettii.BUSHBABY1.48.gtf.gz	dec2007
48	oryCun1	ensGene	hiram	48	2008-02-29 15:07:32	with peptides Oryctolagus_cuniculus.RABBIT.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/oryctolagus_cuniculus/Oryctolagus_cuniculus.RABBIT.48.gtf.gz	dec2007
49	tupBel1	ensGene	hiram	48	2008-02-29 15:14:19	with peptides Tupaia_belangeri.TREESHREW.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/tupaia_belangeri/Tupaia_belangeri.TREESHREW.48.gtf.gz	dec2007
50	rn4	ensGene	hiram	48	2008-02-29 15:34:07	with peptides Rattus_norvegicus.RGSC3.4.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/rattus_norvegicus/Rattus_norvegicus.RGSC3.4.48.gtf.gz	dec2007
51	felCat3	ensGene	hiram	48	2008-02-29 15:46:12	with peptides Felis_catus.CAT.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/felis_catus/Felis_catus.CAT.48.gtf.gz	dec2007
52	ci2	ensGene	hiram	48	2008-02-29 15:54:44	with peptides Ciona_intestinalis.JGI2.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/ciona_intestinalis/Ciona_intestinalis.JGI2.48.gtf.gz	dec2007
53	mm9	ensGene	hiram	48	2008-02-29 15:56:50	with peptides Mus_musculus.NCBIM37.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/mus_musculus/Mus_musculus.NCBIM37.48.gtf.gz	dec2007
54	canFam2	ensGene	hiram	48	2008-02-29 16:06:00	with peptides Canis_familiaris.BROADD2.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/canis_familiaris/Canis_familiaris.BROADD2.48.gtf.gz	dec2007
55	bosTau3	ensGene	hiram	48	2008-02-29 16:41:42	with peptides Bos_taurus.Btau_3.1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/bos_taurus/Bos_taurus.Btau_3.1.48.gtf.gz	dec2007
56	dasNov1	ensGene	hiram	48	2008-02-29 16:50:14	with peptides Dasypus_novemcinctus.ARMA.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/dasypus_novemcinctus/Dasypus_novemcinctus.ARMA.48.gtf.gz	dec2007
57	echTel1	ensGene	hiram	48	2008-02-29 16:55:09	with peptides Echinops_telfairi.TENREC.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/echinops_telfairi/Echinops_telfairi.TENREC.48.gtf.gz	dec2007
58	loxAfr1	ensGene	hiram	48	2008-02-29 17:01:24	with peptides Loxodonta_africana.BROADE1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/loxodonta_africana/Loxodonta_africana.BROADE1.48.gtf.gz	dec2007
59	galGal3	ensGene	hiram	48	2008-03-03 08:57:19	with peptides Gallus_gallus.WASHUC2.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/gallus_gallus/Gallus_gallus.WASHUC2.48.gtf.gz	dec2007
60	xenTro2	ensGene	hiram	48	2008-03-03 09:04:32	with peptides Xenopus_tropicalis.JGI4.1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/xenopus_tropicalis/Xenopus_tropicalis.JGI4.1.48.gtf.gz	dec2007
61	danRer5	ensGene	hiram	48	2008-03-03 09:08:04	with peptides Danio_rerio.ZFISH7.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/danio_rerio/Danio_rerio.ZFISH7.48.gtf.gz	dec2007
62	tetNig1	ensGene	hiram	48	2008-03-03 09:14:12	with peptides Tetraodon_nigroviridis.TETRAODON7.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/tetraodon_nigroviridis/Tetraodon_nigroviridis.TETRAODON7.48.gtf.gz	dec2007
63	fr2	ensGene	hiram	48	2008-03-03 09:30:30	with peptides Takifugu_rubripes.FUGU4.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/takifugu_rubripes/Takifugu_rubripes.FUGU4.48.gtf.gz	dec2007
64	sacCer1	ensGene	hiram	48	2008-03-03 10:07:22	with peptides Saccharomyces_cerevisiae.SGD1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/saccharomyces_cerevisiae/Saccharomyces_cerevisiae.SGD1.48.gtf.gz	dec2007
65	gasAcu1	ensGene	hiram	48	2008-03-03 10:32:20	with peptides Gasterosteus_aculeatus.BROADS1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/gasterosteus_aculeatus/Gasterosteus_aculeatus.BROADS1.48.gtf.gz	dec2007
66	oryLat1	ensGene	hiram	48	2008-03-03 11:46:26	with peptides Oryzias_latipes.MEDAKA1.48.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-48/gtf/oryzias_latipes/Oryzias_latipes.MEDAKA1.48.gtf.gz	dec2007
67	mm8	ensGene	hiram	46	2008-03-06 10:29:24	with peptides Mus_musculus.NCBIM36.46.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-46/mus_musculus_46_36g/data/gtf/Mus_musculus.NCBIM36.46.gtf.gz	aug2007
68	loxAfr1	ensGene	hiram	49	2008-03-28 16:33:46	identical to previous version 48	identical to previous version 48	current
69	hg18	ensGene	hiram	49	2008-03-31 09:07:58	identical to previous version 48	identical to previous version 48	current
70	canFam2	ensGene	hiram	49	2008-03-31 09:31:21	identical to previous version 48	identical to previous version 48	current
71	ci2	ensGene	hiram	49	2008-03-31 09:32:01	identical to previous version 48	identical to previous version 48	current
72	danRer5	ensGene	hiram	49	2008-03-31 09:33:01	identical to previous version 48	identical to previous version 48	current
73	dasNov1	ensGene	hiram	49	2008-03-31 09:35:22	with peptides Dasypus_novemcinctus.ARMA.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/dasypus_novemcinctus/Dasypus_novemcinctus.ARMA.49.gtf.gz	current
74	echTel1	ensGene	hiram	49	2008-03-31 09:38:59	identical to previous version 48	identical to previous version 48	current
75	galGal3	ensGene	hiram	49	2008-03-31 09:57:52	identical to previous version 48	identical to previous version 48	current
76	oryCun1	ensGene	hiram	49	2008-03-31 10:27:50	with peptides Oryctolagus_cuniculus.RABBIT.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/oryctolagus_cuniculus/Oryctolagus_cuniculus.RABBIT.49.gtf.gz	current
77	panTro2	ensGene	hiram	49	2008-03-31 10:37:19	with peptides Pan_troglodytes.CHIMP2.1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/pan_troglodytes/Pan_troglodytes.CHIMP2.1.49.gtf.gz	current
78	rheMac2	ensGene	hiram	49	2008-03-31 10:38:39	with peptides Macaca_mulatta.MMUL_1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/macaca_mulatta/Macaca_mulatta.MMUL_1.49.gtf.gz	current
79	rn4	ensGene	hiram	49	2008-03-31 10:39:56	with peptides Rattus_norvegicus.RGSC3.4.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/rattus_norvegicus/Rattus_norvegicus.RGSC3.4.49.gtf.gz	current
80	tetNig1	ensGene	hiram	49	2008-03-31 10:41:05	with peptides Tetraodon_nigroviridis.TETRAODON7.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/tetraodon_nigroviridis/Tetraodon_nigroviridis.TETRAODON7.49.gtf.gz	current
81	xenTro2	ensGene	hiram	49	2008-03-31 10:48:29	with peptides Xenopus_tropicalis.JGI4.1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/xenopus_tropicalis/Xenopus_tropicalis.JGI4.1.49.gtf.gz	current
82	felCat3	ensGene	hiram	49	2008-04-01 14:18:23	identical to previous version 48	identical to previous version 48	current
83	mm9	ensGene	hiram	49	2008-04-01 14:20:55	with peptides Mus_musculus.NCBIM37.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/mus_musculus/Mus_musculus.NCBIM37.49.gtf.gz	current
84	ponAbe2	ensGene	hiram	49	2008-04-01 14:21:57	with peptides Pongo_pygmaeus.PPYG2.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/pongo_pygmaeus/Pongo_pygmaeus.PPYG2.49.gtf.gz	current
85	equCab2	ensGene	hiram	49	2008-04-02 10:25:22	with peptides Equus_caballus.EquCab2.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/equus_caballus/Equus_caballus.EquCab2.49.gtf.gz	current
86	gasAcu1	ensGene	hiram	49	2008-04-02 13:31:44	with peptides Gasterosteus_aculeatus.BROADS1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/gasterosteus_aculeatus/Gasterosteus_aculeatus.BROADS1.49.gtf.gz	current
87	fr2	ensGene	hiram	49	2008-04-02 13:47:59	with peptides Takifugu_rubripes.FUGU4.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/takifugu_rubripes/Takifugu_rubripes.FUGU4.49.gtf.gz	current
88	ornAna1	ensGene	hiram	49	2008-04-03 08:30:28	with peptides Ornithorhynchus_anatinus.OANA5.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/ornithorhynchus_anatinus/Ornithorhynchus_anatinus.OANA5.49.gtf.gz	current
89	otoGar1	ensGene	hiram	49	2008-04-03 08:37:27	with peptides Otolemur_garnettii.BUSHBABY1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/otolemur_garnettii/Otolemur_garnettii.BUSHBABY1.49.gtf.gz	current
90	sacCer1	ensGene	hiram	49	2008-04-03 08:40:23	with peptides Saccharomyces_cerevisiae.SGD1.01.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/saccharomyces_cerevisiae/Saccharomyces_cerevisiae.SGD1.01.49.gtf.gz	current
91	tupBel1	ensGene	hiram	49	2008-04-03 08:45:34	with peptides Tupaia_belangeri.TREESHREW.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/tupaia_belangeri/Tupaia_belangeri.TREESHREW.49.gtf.gz	current
92	cioSav2	ensGene	hiram	49	2008-04-03 09:36:04	with peptides Ciona_savignyi.CSAV2.0.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/ciona_savignyi/Ciona_savignyi.CSAV2.0.49.gtf.gz	current
93	oryLat1	ensGene	hiram	49	2008-04-08 11:41:52	with peptides Oryzias_latipes.MEDAKA1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/oryzias_latipes/Oryzias_latipes.MEDAKA1.49.gtf.gz	current
94	bosTau3	ensGene	hiram	49	2008-04-22 16:46:12	with peptides Bos_taurus.Btau_3.1.49.pep.all.fa.gz	ftp://ftp.ensembl.org/pub/release-49/gtf/bos_taurus/Bos_taurus.Btau_3.1.49.gtf.gz	current
