Cerebellum_OC	M	human
Cerebrum_frontal_OC	M	human
Chorion	U	human
CMK	M	human
Colo829	M	human
Colon_OC	B	human
Cord_CD4_naive	B	human
Cord_CD4_Th0	B	human
Cord_CD4_Th1	B	human
Decidua	F	human
Dnd41	M	human
ECC-1	F	human
Endometrium_OC	F	human
Fibrobl	F	human
FibroP	U	human
FibroP_AG20443	M	human
FibroP_AG08395	F	human
FibroP_AG08396	F	human
Frontal_cortex_OC	F	human
Gliobla	U	human
Fibrobl_GM03348	M	human
GM04503	F	human
GM04504	F	human
GM06990	F	human
GM08714	F	human
GM10248	M	human
GM10266	M	human
GM10847	F	human
GM12801	M	human
GM12812	M	human
GM12813	F	human
GM12864	M	human
GM12865	F	human
GM12866	M	human
GM12867	F	human
GM12868	F	human
GM12869	F	human
GM12870	M	human
GM12871	M	human
GM12872	M	human
GM12873	F	human
GM12874	M	human
GM12875	F	human
GM12878-XiMat	F	human
GM12891	M	human
GM12892	F	human
GM15510	U	human
GM13976	F	human
GM13977	F	human
GM18505	F	human
GM18507	M	human
GM18526	F	human
GM18951	F	human
GM19099	F	human
GM19193	F	human
GM19238	F	human
GM19239	M	human
GM19240	F	human
GM20000	M	human
H0287	M	human
H7-hESC	U	human
H9ES	F	human
H9ES-E	F	human
H9ES-AFP+	F	human
H9ES-AFP-	F	human
H9ES-EB	F	human
H9ES-EBD	F	human
H9ES-CM	F	human
HAc	U	human
HAEpiC	U	human
HA-h	U	human
HAL	U	human
HAoAF	B	human
HAoAF_6090101.11	M	human
HAoAF_6111301.9	F	human
HAoEC	B	human
HAoEC_8061102.1	M	human
HAoEC_7071706.1	F	human
HA-sp	U	human
HBMEC	U	human
HBVP	U	human
HBVSMC	F	human
HCFaa	F	human
HCF	U	human
HCH	M	human
HCH_8100808.2	M	human
HCH_0011308.2P	F	human
HConF	U	human
HCM	U	human
HCPEpiC	U	human
HCT-116	M	human
Heart_OC	B	human
HEEpiC	U	human
HEK293	U	human
HEK293T	F	human
HEK293(b)	U	human
HEK293-T-REx	F	human
Hepatocytes	B	human
HFDPC	F	human
HFDPC_0100503.2	F	human
HFDPC_0102703.3	F	human
HFF	M	human
HFF-Myc	M	human
HFL11W	U	human
HFL24W	U	human
HGF	U	human
HHSEC	U	human
HIPEpiC	U	human
HL-60	F	human
HMEC	U	human
HMEpC	F	human
HMEpC_6022801.3	F	human
HMF	F	human
hMNC-PB	B	human
hMNC-PB_0022330.9	M	human
hMNC-PB_0082430.9	F	human
hMNC-CB	B	human
hMNC-CB_9111701.6	F	human
hMNC-CB_8072802.6	M	human
hMSC-BM	B	human
hMSC-BM_0050602.11	M	human
hMSC-BM_0051105.11	F	human
hMSC-AT	F	human
hMSC-AT_9061601.12	F	human
hMSC-AT_0102604.12	F	human
hMSC-UC	B	human
hMSC-UC_0081101.7	F	human
hMSC-UC_0052501.7	M	human
HMVEC-dAd	F	human
HMVEC-LLy	F	human
HMVEC-dBl-Ad	F	human
HMVEC-dBl-Neo	M	human
HMVEC-dLy-Ad	F	human
HMVEC-dLy-Neo	M	human
HMVEC-dNeo	M	human
HMVEC-LBl	F	human
HNPCEpiC	U	human
HOB	M	human
HOB_0090202.1	M	human
HOB_0091301	F	human
HPAEC	F	human
HPAEpiC	U	human
HPAF	U	human
HPC-PL	B	human
HPC-PL_0032601.13	M	human
HPC-PL_0101504.13	F	human
HPDE6-E6E7	F	human
HPdLF	M	human
HPF	U	human
HPIEpC	B	human
HPIEpC_9012801.2	F	human
HPIEpC_9041503.2	M	human
HRCEpiC	U	human
HRE	U	human
HRGEC	U	human
HRPEpiC	U	human
bone_marrow_HS27a	M	human
bone_marrow_HS5	M	human
bone_marrow_MSC	M	human
HSaVEC	M	human
HSaVEC_9100101.15	M	human
HSaVEC_0022202.16	M	human
HSMM	U	human
HSMM_emb	U	human
HSMM_FSHD	U	human
HSMMtube	U	human
HSMMtube_emb	U	human
HSMMtube_FSHD	U	human
HT-1080	M	human
HTR8svn	F	human
Huh-7	M	human
Huh-7.5	M	human
HVMF	U	human
HVMF_6100401.3	F	human
HVMF_6091203.3	M	human
HWP	B	human
HWP_0092205	M	human
HWP_8120201.5	F	human
IMR90	F	human
iPS	B	human
iPS_hFib2_iPS4	M	human
iPS_hFib2_iPS5	M	human
iPS_CWRU1	M	human
iPS_NIHi7	F	human
iPS_NIHi11	M	human
Ishikawa	F	human
Jurkat	M	human
Kidney_OC	B	human
LHSR	U	human
Liver_OC	M	human
Liver_STL011	M	human
Liver_STL004	F	human
LNCaP	M	human
Loucy	F	human
Lung_OC	B	human
Lymphoblastoid_cell_line	B	human
M059J	M	human
MCF-7	F	human
MCF10A-Er-Src	F	human
MDA-MB-231	F	human
Medullo	U	human
Medullo_D341	U	human
Melano	U	human
Mel_2183	U	human
Monocytes-CD14+	F	human
Monocytes-CD14+_RO01746	F	human
Monocytes-CD14+_RO01826	F	human
MRT_G401	M	human
MRT_A204	F	human
MRT_TTC549	M	human
Myometr	F	human
Naive_B_cell	U	human
NB4	U	human
NH-A	U	human
NHBE	F	human
NHBE_RA	F	human
NHDF-Ad	F	human
NHDF-neo	U	human
NHDF	F	human
NHDF_0060801.3	F	human
NHDF_7071701.2	F	human
NHEK	U	human
NHEM_M2	B	human
NHEM_M2_7011001.2	M	human
NHEM_M2_7012303	F	human
NHEM.f_M2	M	human
NHEM.f_M2_5071302.2	M	human
NHEM.f_M2_6022001	M	human
NHLF	U	human
NT2-D1	M	human
Olf_neurosphere	U	human
Osteobl	U	human
ovcar-3	F	human
PANC-1	M	human
Pancreas_OC	M	human
PanIsletD	B	human
PanIslets	M	human
PBDE	M	human
PBDEFetal	U	human
PBMC	M	human
PFSK-1	M	human
pHTE	U	human
Pons_OC	M	human
PrEC	U	human
ProgFib	M	human
prostate	M	human
Prostate_OC	M	human
Psoas_muscle_OC	B	human
Raji	M	human
RCC_7860	M	human
RPMI-7951	F	human
RPTEC	U	human
RWPE1	M	human
SAEC	U	human
SH-SY5Y	F	human
SK-N-MC	F	human
SK-N-SH	F	human
SK-N-SH_RA	F	human
SKMC	U	human
SkMC	B	human
SkMC_9011302	F	human
SkMC_8121902.17	M	human
Small_intestine_OC	M	human
Spleen_OC	F	human
Stellate	F	human
T_cells_CD4+	B	human
T98G	M	human
TBEC	M	human
Th1	U	human
Th1_Wb33676984	F	human
Th1_Wb54553204	M	human
Th17	B	human
Th2	U	human
Th2_Wb33676984	F	human
Th2_Wb54553204	M	human
T-47D	F	human
Treg_Wb78495824	F	human
Treg_Wb83319432	M	human
Urothelia	F	human
U87	M	human
U2OS	F	human
UCH-1	M	human
WERI-Rb-1	F	human
WI-38	F	human
10T1/2	U	mouse
3134	M	mouse
416B	M	mouse
A20	M	mouse
Adrenal	U	mouse
BAT	U	mouse
B-cell_(CD19+)	M	mouse
B-cell_(CD43-)	M	mouse
Bladder	U	mouse
BMDM	U	mouse
BoneMarrow	U	mouse
C2C12	F	mouse
Cerebellum	U	mouse
Cerebrum	U	mouse
CH12	F	mouse
Colon	U	mouse
CNS	U	mouse
Cortex	U	mouse
Duodenum	U	mouse
EPC_(CD117+_CD71-_TER119-)	U	mouse
EPC_(CD117+_CD71+_TER119-)	U	mouse
EPC_(CD117-_CD71+_TER119+)	U	mouse
EPC_(CD117-_CD71-_TER119+)	U	mouse
EPC_(CD117+_CD71+_TER119+)	U	mouse
EpiSC-5	M	mouse
EpiSC-7	M	mouse
ES-46C	M	mouse
ES-Bruce4	M	mouse
ES-CJ7	U	mouse
ES-D3	M	mouse
ES-E14	M	mouse
ES-EM5Sox17huCD25	U	mouse
ES-neurons	M	mouse
ES-TT2	M	mouse
ES-WW6	M	mouse
ES-WW6_F1KO	M	mouse
Erythrobl	U	mouse
FatPad	U	mouse
Fibroblast	U	mouse
ForelimbBud	U	mouse
FrontalLobe	U	mouse
FVLstem	U	mouse
FVprogenitor	U	mouse
G1E	M	mouse
G1E-ER4	M	mouse
GenitalFatPad	U	mouse
Heart	U	mouse
Heart_STL003	M	human
HeadlessEmbryo	U	mouse
HindlimbBud	U	mouse
J185a	U	mouse
Kidney	U	mouse
L1210	F	mouse
LgIntestine	U	mouse
Limb	U	mouse
Liver	U	mouse
Lung	U	mouse
MammaryGland	U	mouse
MEP	U	mouse
MEF	U	mouse
Megakaryo	U	mouse
MEL	M	mouse
Mesoderm	U	mouse
mG/ER	M	mouse
NIH-3T3	M	mouse
OlfactBulb	U	mouse
Ovary	U	mouse
Pancreas	U	mouse
Patski	F	mouse
Placenta	U	mouse
Retina	U	mouse
Skin	U	mouse
SkMuscle	U	mouse
SmIntestine	U	mouse
SpinalCord	U	mouse
Spleen	U	mouse
Stomach	U	mouse
SubcFatPad	U	mouse
Testis	U	mouse
Thymus	U	mouse
THelper-Activated	U	mouse
T-Naive	U	mouse
TReg-Activated	U	mouse
TReg	U	mouse
UpperLegMuscle	U	mouse
WholeBrain	U	mouse
ZhBTc4	M	mouse
