AFFX-CreX-3_at	101	0.619,1.279,-0.911,0.010,-0.997,-1.508,0.609,-0.316,-0.279,0.882,-0.380,-0.109,0.364,0.008,-0.184,-0.255,0.300,0.314,-9.384,-9.384,-9.384,-9.384,-9.384,-9.384,-1.333,-0.513,0.736,1.059,-1.279,-0.142,-0.201,-1.302,-0.699,-1.578,-2.099,-1.718,-1.879,-1.595,-0.893,-1.544,-1.084,0.942,0.922,0.045,0.769,0.808,-1.515,-0.119,0.426,0.325,0.487,0.505,-0.412,0.963,-0.216,-2.049,-0.747,-1.014,-0.163,-0.696,-0.463,-1.314,-0.734,0.874,0.620,0.212,-0.317,0.777,-0.498,1.122,-0.161,0.767,0.459,1.308,0.162,0.575,0.513,0.104,-0.553,-0.756,0.730,0.890,-0.457,0.300,-0.108,1.804,1.527,-0.828,-1.021,-0.559,-0.480,0.223,-0.792,-0.651,0.092,-0.627,-0.762,-0.117,-0.681,-0.481,-0.600,
AFFX-BioB-5_st	101	-1.991,-1.991,-1.991,-1.991,0.857,0.468,1.062,-1.991,0.045,1.482,-1.991,0.687,0.641,1.179,-0.103,-1.991,0.179,-1.991,0.302,-0.103,-1.991,-0.789,0.179,0.179,-1.991,-1.991,0.897,-1.991,1.877,0.331,-1.991,-1.991,-1.991,-1.991,0.816,-1.991,-1.991,0.687,0.388,-0.506,1.226,-0.789,0.415,-1.991,-0.455,1.847,-1.991,0.360,-1.991,-1.991,0.753,-1.991,0.242,-1.991,-1.991,1.147,0.991,-0.225,1.302,-1.991,-1.991,2.130,-1.991,1.545,2.709,1.698,-1.991,-1.991,-1.991,1.653,1.272,0.775,0.775,-1.991,-1.991,-1.991,-0.406,1.242,0.360,1.926,2.462,1.429,-0.313,2.732,0.641,0.594,1.764,-1.991,2.195,3.207,3.676,2.647,2.764,3.501,1.753,1.963,0.147,2.687,0.618,2.606,2.801,
AFFX-BioB-M_st	101	2.462,-1.170,-1.170,-1.170,-1.170,-1.170,0.553,-1.170,-1.170,1.531,2.263,1.366,-1.170,0.934,0.462,1.290,-1.170,-1.170,2.303,1.698,0.678,1.756,-1.170,1.866,-0.170,0.968,-1.170,0.553,0.596,-1.170,-1.170,-1.170,0.794,-1.170,2.093,-1.170,1.032,-1.170,1.316,0.637,1.794,-1.170,-1.170,-1.170,0.209,-1.170,-1.170,-1.170,-1.170,-1.170,1.123,-1.170,-1.170,-1.170,-1.170,-1.170,0.794,1.574,0.032,-1.170,0.637,2.462,2.519,2.209,-1.170,0.637,-1.170,-1.170,-1.170,-1.170,0.508,-1.170,0.900,1.032,-1.170,-1.170,-1.170,0.596,1.123,1.596,2.000,-1.170,1.531,-1.170,0.637,-1.170,-1.170,-1.170,-1.170,-1.170,-1.170,-1.170,-1.170,-1.170,-1.170,1.812,1.968,1.485,0.637,1.000,1.574,
AFFX-BioC-3_st	101	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.722,0.000,2.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
AFFX-BioDn-5_st	101	-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,2.507,-0.511,-0.511,-0.511,0.922,-0.511,-0.511,-0.511,0.752,0.691,-0.511,-0.511,-0.511,1.415,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,3.706,3.796,1.691,2.255,-0.511,-0.511,1.659,-0.511,1.752,0.489,0.922,1.811,1.559,1.025,2.025,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,1.255,-0.511,-0.511,2.593,1.489,0.922,1.377,-0.511,1.415,2.098,-0.511,-0.511,1.922,-0.511,1.255,-0.511,2.935,2.627,-0.511,1.212,-0.511,-0.511,-0.511,2.167,2.507,-0.511,-0.511,-0.511,-0.511,0.627,-0.511,2.415,2.659,-0.511,0.868,-0.511,-0.511,2.659,2.767,2.000,0.974,1.377,-0.511,-0.511,-0.511,1.121,-0.511,-0.511,1.559,-0.511,-0.511,-0.511,-0.511,
AFFX-BioDn-3_st	101	0.790,-0.770,0.011,-0.033,-1.101,-2.733,0.404,-2.733,-2.733,-2.733,0.212,0.320,-1.011,-0.926,-0.327,-0.197,-1.355,-1.411,0.713,1.354,-0.055,0.790,1.460,1.239,0.320,-0.383,3.077,1.659,-0.274,0.852,-1.411,-0.807,-0.698,-2.733,1.053,-1.300,-2.733,-2.733,-0.248,-0.033,1.212,-0.532,1.125,-0.173,0.135,0.453,-1.355,-0.125,-1.148,-1.470,0.645,-0.770,0.053,0.956,-2.733,-2.733,0.752,0.354,-1.596,0.302,-2.733,-2.733,1.239,0.617,-0.148,-1.011,0.875,0.933,1.193,0.967,-2.733,0.404,0.645,0.631,-0.532,-1.355,-2.733,-0.411,-2.733,-2.733,1.437,-2.733,0.267,-0.033,-0.300,1.302,0.053,1.507,1.084,1.105,1.492,1.354,1.094,1.468,1.686,1.484,1.311,0.945,0.603,1.115,-0.733,
AFFX-CreX-5_st	101	0.000,0.000,0.000,0.000,0.000,0.000,4.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.485,1.138,2.609,2.678,0.000,1.000,0.000,0.000,0.000,2.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.722,0.000,0.000,2.322,2.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.797,2.868,2.828,0.000,1.000,0.000,3.186,2.945,0.000,0.000,0.000,1.379,1.263,2.459,0.000,1.926,3.154,3.217,3.561,2.511,2.945,2.945,3.511,3.170,3.524,3.548,1.585,3.018,
AFFX-CreX-3_st	101	0.000,0.000,0.000,0.000,0.000,0.000,3.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
AFFX-hum_alu_at	101	0.452,0.113,-0.692,-0.800,0.207,-0.251,0.792,-0.980,-0.939,0.204,-0.566,-0.119,-0.430,-0.254,-0.625,-0.580,-0.575,-0.270,-0.634,-0.523,-0.870,-0.968,-0.545,-0.521,-0.053,0.228,0.823,1.622,0.270,-0.411,-0.329,0.224,-0.256,-0.162,-0.351,-0.179,-0.157,-0.377,-0.019,0.017,0.099,0.288,0.545,-0.468,0.216,0.190,-0.024,-0.299,-0.307,-0.472,1.228,0.295,-0.798,0.432,-0.496,-0.952,0.171,0.191,1.033,0.431,-0.774,0.343,-0.553,1.130,0.448,-0.352,0.668,-0.218,0.237,0.250,-1.153,-0.640,-0.733,1.046,0.127,0.375,0.026,-0.359,-0.483,-1.052,-0.313,0.137,-0.903,0.067,-0.259,-0.694,-0.707,-0.479,-0.737,-0.386,-0.296,0.236,-0.236,-0.419,0.099,-0.306,-0.287,-0.045,-0.232,-0.047,-0.181,
AFFX-DapX-5_at	101	0.531,1.165,-0.465,-0.000,0.185,-0.428,-6.403,-0.609,-0.515,0.065,-0.830,-0.333,-0.028,-0.288,-0.390,-0.079,0.317,0.612,-3.794,-3.110,-2.555,-2.681,-3.110,-2.997,0.102,0.470,0.966,0.613,0.474,0.192,-0.417,0.130,-0.640,-0.354,-0.026,-0.134,-0.496,-0.540,0.040,-0.501,-0.172,-0.025,0.001,0.141,0.275,-0.188,-0.199,-0.333,0.391,0.259,1.941,0.528,-0.225,0.332,-0.491,-0.739,0.608,0.497,1.098,0.341,-0.791,0.011,-0.836,0.436,0.541,-0.009,1.180,0.603,0.770,0.991,-6.403,0.399,0.219,-2.782,-3.316,-3.266,-0.320,-0.211,-0.601,-0.771,0.150,0.068,-0.725,-0.030,-0.021,-3.616,-4.233,-3.110,-2.782,-2.350,-1.622,-1.430,-1.759,-1.824,-1.622,-2.659,-2.535,-2.148,-3.217,-2.659,-2.918,
AFFX-DapX-M_at	101	0.547,1.069,-0.880,-0.002,0.181,-0.264,-5.659,-0.403,-0.226,0.113,-0.540,-0.196,0.235,-0.271,-0.389,-0.158,0.209,0.308,-6.922,-6.922,-5.386,-5.337,-6.922,-6.922,0.100,0.449,0.866,0.203,0.134,0.030,-0.451,0.140,-0.520,-0.403,-0.049,-0.328,-0.582,-0.474,-0.099,-0.572,-0.145,-0.151,-0.107,0.071,-0.153,-0.377,-0.070,-0.403,0.506,0.373,2.029,0.766,-0.161,0.461,-0.750,-1.082,0.686,0.511,1.245,0.502,-0.526,0.024,-0.513,0.501,0.706,0.119,1.590,0.979,1.061,1.378,-6.922,0.139,-0.062,-6.922,-6.922,-6.922,-0.358,-0.091,-0.793,-0.898,0.047,0.042,-0.551,-0.092,0.031,-3.586,-3.768,-5.600,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,-6.922,
AFFX-DapX-3_at	101	0.607,1.145,-0.327,0.060,0.003,-0.174,-6.798,-0.295,-0.257,0.167,-0.561,-0.070,0.343,-0.240,-0.356,-0.011,0.318,0.375,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,0.168,0.462,1.114,0.435,-0.003,0.112,-0.385,0.236,-0.426,-0.312,0.003,-0.171,-0.409,-0.447,0.024,-0.451,-0.214,-0.118,-0.157,0.019,-0.058,-0.280,0.109,-0.248,0.491,0.308,1.970,0.727,-0.222,0.416,-0.634,-0.920,0.738,0.612,1.410,0.574,-0.481,0.236,-0.494,0.678,0.810,0.320,1.516,0.909,1.184,1.343,-6.798,0.107,-0.158,-6.798,-6.798,-6.798,-0.202,-0.024,-0.622,-1.040,-0.007,0.221,-0.548,-0.173,0.167,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-5.660,-6.798,-6.798,-6.798,-6.798,-6.798,
AFFX-LysX-5_at	101	0.637,1.073,-0.757,-0.176,-0.085,-0.548,-6.286,-0.453,-0.426,-0.139,-0.392,-0.229,0.171,-0.321,-0.264,0.025,0.196,0.312,-6.286,-6.286,-4.399,-5.023,-6.286,-4.964,0.204,0.606,0.917,0.759,-0.167,-0.029,-0.349,0.291,-0.513,-0.282,0.097,-0.193,-0.300,-0.482,0.336,-0.222,0.150,0.121,-0.067,-0.021,-0.038,-0.244,0.017,-0.341,0.293,0.389,1.743,0.463,-0.260,0.245,-0.476,-1.085,0.875,0.547,1.197,0.471,-0.539,-0.102,-0.479,1.046,0.474,0.167,1.249,0.988,0.804,1.142,-6.286,0.436,0.226,-4.286,-6.286,-4.251,-0.264,0.080,-0.738,-1.165,0.186,0.045,-0.341,0.068,0.080,-6.286,-6.286,-6.286,-6.286,-4.801,-4.564,-4.399,-5.149,-4.251,-3.994,-4.564,-4.701,-4.701,-6.286,-4.564,-4.801,
AFFX-LysX-M_at	101	0.542,1.193,-1.054,0.162,0.110,-0.168,-6.867,-0.358,-0.340,0.107,-0.654,-0.267,0.023,-0.506,-0.302,-0.052,0.334,0.397,-4.382,-6.867,-6.867,-6.867,-6.867,-6.867,0.308,0.795,0.385,0.671,0.208,-0.037,-0.658,0.087,-0.644,-0.209,0.323,0.090,-0.107,-0.404,0.396,-0.087,0.198,-0.113,0.055,-0.004,0.044,-0.121,0.092,-0.160,0.400,0.357,2.168,0.419,-0.350,0.173,-0.370,-1.014,0.798,0.653,1.540,0.560,-0.847,0.110,-0.754,0.892,0.612,0.234,1.731,0.838,1.011,1.284,-6.867,-0.143,-0.270,-6.867,-6.867,-6.867,-0.374,-0.299,-0.561,-0.943,-0.233,-0.112,-0.922,-0.226,-0.054,-6.867,-6.867,-6.867,-6.867,-6.867,-6.867,-3.999,-6.867,-5.434,-6.867,-6.867,-6.867,-5.867,-6.867,-6.867,-6.867,
AFFX-LysX-3_at	101	0.425,0.893,-0.983,0.047,0.122,-0.140,-5.916,-0.362,-0.268,0.236,-0.350,-0.275,0.235,-0.293,-0.402,-0.222,0.244,0.347,-4.465,-4.380,-4.193,-4.122,-3.789,-4.868,0.240,0.650,1.047,1.111,0.216,-0.036,-0.558,0.095,-0.493,-0.182,0.248,-0.069,-0.234,-0.300,0.155,-0.293,0.150,-0.181,-0.281,-0.061,-0.243,-0.444,-0.074,-0.332,0.094,0.110,1.992,0.516,-0.327,0.200,-0.563,-1.173,0.459,0.435,1.249,0.603,-0.478,0.398,-0.396,1.430,0.601,0.210,1.548,0.915,1.189,1.373,-7.501,-0.253,-0.407,-3.811,-5.299,-5.041,-0.395,-0.239,-0.759,-1.035,-0.513,-0.405,-0.748,-0.272,-0.117,-5.575,-5.537,-4.095,-4.015,-4.556,-5.735,-3.054,-3.756,-7.501,-4.253,-4.253,-4.693,-4.965,-5.208,-4.299,-4.594,
AFFX-PheX-5_at	101	0.304,1.052,-0.964,-0.246,-0.237,-0.721,-6.546,-0.599,-0.585,-0.166,-0.706,-0.487,0.012,-0.567,-0.590,-0.279,0.074,0.074,-6.546,-6.546,-4.546,-6.546,-6.546,-6.546,0.791,1.165,0.834,1.095,-0.137,-0.239,-0.632,0.121,-0.678,0.543,1.128,0.821,0.447,0.509,1.403,0.687,0.862,0.355,0.329,-0.175,0.425,0.139,0.242,-0.438,0.121,0.043,2.189,-0.009,-0.392,0.086,0.169,-0.998,1.173,1.062,1.165,0.556,-0.716,-0.467,-1.228,1.153,0.106,0.008,1.124,0.505,0.598,0.970,-6.546,-0.140,-0.276,-4.868,-6.546,-4.698,-0.407,-0.215,-0.802,-1.376,-0.272,-0.244,-0.931,-0.291,-0.074,-6.546,-6.546,-6.546,-6.546,-6.546,-5.546,-6.546,-6.546,-6.546,-3.678,-4.313,-4.476,-6.546,-6.546,-6.546,-6.546,
AFFX-PheX-M_at	101	0.404,1.032,-0.921,-0.212,0.085,-0.233,-6.460,-0.532,-0.497,-0.066,-0.811,-0.418,0.002,-0.622,-0.663,-0.390,0.162,0.189,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,0.726,1.159,0.791,0.413,0.163,-0.268,-0.703,0.199,-0.610,0.685,0.969,0.700,0.576,0.335,1.318,0.584,0.880,0.028,0.144,-0.180,0.154,0.033,-0.024,-0.590,0.125,0.077,2.101,0.399,-0.319,0.114,-0.068,-1.164,1.128,1.042,1.434,0.643,-0.655,-0.034,-1.047,1.077,0.427,0.070,1.621,0.540,0.962,1.307,-6.460,-0.092,-0.345,-6.460,-6.460,-6.460,-0.527,-0.304,-1.135,-1.705,-0.259,-0.488,-0.952,-0.341,-0.153,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,-6.460,
AFFX-PheX-3_at	101	0.364,0.953,-0.813,-0.388,-0.182,-0.541,-6.653,-0.751,-0.704,-0.122,-0.950,-0.613,-0.189,-0.744,-0.620,-0.379,0.108,0.037,-6.653,-5.331,-5.516,-5.390,-4.390,-6.653,0.666,1.102,0.882,0.885,0.129,-0.269,-0.859,0.197,-0.587,0.539,1.001,0.787,0.516,0.049,1.179,0.377,0.695,0.256,0.461,-0.333,0.449,0.315,0.172,-0.275,0.183,0.008,2.043,-0.080,-0.551,0.009,0.080,-1.136,0.950,0.937,1.249,0.362,-0.909,0.033,-1.257,1.137,0.448,0.146,1.542,0.492,0.871,1.025,-4.168,-0.209,-0.446,-4.653,-6.653,-6.653,-0.390,-0.273,-0.833,-1.761,-0.313,-0.210,-0.841,-0.268,-0.122,-6.653,-5.331,-6.653,-6.653,-3.130,-3.483,-2.836,-4.275,-6.653,-2.149,-3.975,-3.766,-4.021,-4.805,-4.044,-6.653,
AFFX-ThrX-5_at	101	0.374,0.933,-0.879,0.121,-0.050,-0.028,-6.814,-0.148,-0.084,0.381,-0.414,0.202,0.454,-0.315,-0.288,-0.056,0.148,0.227,-5.182,-5.229,-5.136,-5.814,-6.814,-6.814,0.201,0.536,1.238,1.478,-0.050,-0.081,-0.484,0.188,-0.915,-0.274,0.238,-0.162,-0.344,-0.511,-0.019,-0.527,-0.291,-0.280,-0.197,-0.329,-0.222,-0.378,-0.107,-0.721,0.228,0.041,1.913,0.654,-0.082,0.565,-0.108,-0.912,0.448,0.389,1.157,0.693,-0.507,0.446,-0.239,1.726,0.520,0.045,1.689,1.039,1.229,1.570,-6.814,-0.288,-0.559,-6.814,-6.814,-6.814,-0.076,-0.179,-0.559,-0.910,-0.403,0.065,-0.638,-0.034,0.085,-6.814,-4.851,-6.814,-6.814,-4.278,-3.870,-3.464,-3.710,-5.049,-6.814,-6.814,-6.814,-6.814,-4.779,-5.492,-6.814,
